Extraction Date:,5/31/2017,,,,,,,
Updated:,,,,,,,,
Revised:,,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2015,Kentucky,Special Education Paraprofessionals for Ages 3-5,546.24,0,546.24,-,-,-
2015,Kentucky,Special Education Paraprofessionals for Ages 6-21,4929.24,9.5,4938.74,-,-,-
2015,Kentucky,Total Special Education Paraprofessionals ,5475.48,9.5,5484.98,-,-,-
2015,Kentucky,Special Education Teachers for Ages 3-5,435.84,3.5,439.34,-,-,-
2015,Kentucky,Special Education Teachers for Ages 6-21,6287.52,63.02,6350.54,-,-,-
2015,Kentucky,Total Special Education Teachers,6723.36,66.52,6789.88,-,-,-
2015,Kentucky,Audiologists,-,-,-,3.9,0,3.9
2015,Kentucky,Counselors and Rehabilitation Counselors,-,-,-,46.5,0,46.5
2015,Kentucky,Interpreters,-,-,-,81.4,2,83.4
2015,Kentucky,Medical / Nursing Service Staff,-,-,-,157.83,1,158.83
2015,Kentucky,Occupational Therapists,-,-,-,266.65,5.5,272.15
2015,Kentucky,Orientation and Mobility Specialists,-,-,-,41.03,0,41.03
2015,Kentucky,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,18.1,0,18.1
2015,Kentucky,Physical Therapists,-,-,-,133.3,6.65,139.95
2015,Kentucky,Psychologists,-,-,-,376.18,1,377.18
2015,Kentucky,Social Workers,-,-,-,13.1,1,14.1
2015,Kentucky,Speech-Language Pathologists,-,-,-,1093.8,18.6,1112.4
2015,Louisiana,Special Education Paraprofessionals for Ages 3-5,498.67,42.5,541.17,-,-,-
2015,Louisiana,Special Education Paraprofessionals for Ages 6-21,5694.85,831.92,6526.77,-,-,-
2015,Louisiana,Total Special Education Paraprofessionals ,6193.52,874.42,7067.94,-,-,-
2015,Louisiana,Special Education Teachers for Ages 3-5,530.12,43.38,573.5,-,-,-
2015,Louisiana,Special Education Teachers for Ages 6-21,4567.45,574.66,5142.11,-,-,-
2015,Louisiana,Total Special Education Teachers,5097.57,618.04,5715.61,-,-,-
2015,Louisiana,Audiologists,-,-,-,20.5,1,21.5
2015,Louisiana,Counselors and Rehabilitation Counselors,-,-,-,101.04,9.14,110.18
2015,Louisiana,Interpreters,-,-,-,36,18,54
2015,Louisiana,Medical / Nursing Service Staff,-,-,-,84,9,93
2015,Louisiana,Occupational Therapists,-,-,-,102.6,72,174.6
2015,Louisiana,Orientation and Mobility Specialists,-,-,-,2,2,4
2015,Louisiana,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,315.72,14.93,330.65
2015,Louisiana,Physical Therapists,-,-,-,49.51,24,73.51
2015,Louisiana,Psychologists,-,-,-,191.98,0,191.98
2015,Louisiana,Social Workers,-,-,-,162.48,4.5,166.98
2015,Louisiana,Speech-Language Pathologists,-,-,-,1270.66,34,1304.66
2015,Maine,Special Education Paraprofessionals for Ages 3-5,48.5,0,48.5,-,-,-
2015,Maine,Special Education Paraprofessionals for Ages 6-21,4290.78,227,4517.78,-,-,-
2015,Maine,Total Special Education Paraprofessionals ,4339.28,227,4566.28,-,-,-
2015,Maine,Special Education Teachers for Ages 3-5,55.62,0,55.62,-,-,-
2015,Maine,Special Education Teachers for Ages 6-21,1779.09,167.45,1946.54,-,-,-
2015,Maine,Total Special Education Teachers,1834.71,167.45,2002.16,-,-,-
2015,Maine,Audiologists,-,-,-,10.03,0,10.03
2015,Maine,Counselors and Rehabilitation Counselors,-,-,-,23.29,0.5,23.79
2015,Maine,Interpreters,-,-,-,17.81,1,18.81
2015,Maine,Medical / Nursing Service Staff,-,-,-,54.05,11,65.05
2015,Maine,Occupational Therapists,-,-,-,221.12,4,225.12
2015,Maine,Orientation and Mobility Specialists,-,-,-,1.11,0,1.11
2015,Maine,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,16.16,5.5,21.66
2015,Maine,Physical Therapists,-,-,-,79.13,0,79.13
2015,Maine,Psychologists,-,-,-,208.49,1,209.49
2015,Maine,Social Workers,-,-,-,235.82,7.5,243.32
2015,Maine,Speech-Language Pathologists,-,-,-,417.81,10.4,428.21
2015,Maryland,Special Education Paraprofessionals for Ages 3-5,642.03,0,642.03,-,-,-
2015,Maryland,Special Education Paraprofessionals for Ages 6-21,7826.81,0,7826.81,-,-,-
2015,Maryland,Total Special Education Paraprofessionals ,8468.84,0,8468.84,-,-,-
2015,Maryland,Special Education Teachers for Ages 3-5,723.7,71.9,795.6,-,-,-
2015,Maryland,Special Education Teachers for Ages 6-21,7701.89,792.83,8494.72,-,-,-
2015,Maryland,Total Special Education Teachers,8425.59,864.73,9290.32,-,-,-
2015,Maryland,Audiologists,-,-,-,32.88,0,32.88
2015,Maryland,Counselors and Rehabilitation Counselors,-,-,-,209.6,0,209.6
2015,Maryland,Interpreters,-,-,-,114.36,0,114.36
2015,Maryland,Medical / Nursing Service Staff,-,-,-,189.89,3.8,193.69
2015,Maryland,Occupational Therapists,-,-,-,466.34,2,468.34
2015,Maryland,Orientation and Mobility Specialists,-,-,-,19.7,0,19.7
2015,Maryland,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,551.88,4.5,556.38
2015,Maryland,Physical Therapists,-,-,-,231.96,0,231.96
2015,Maryland,Psychologists,-,-,-,600.36,0,600.36
2015,Maryland,Social Workers,-,-,-,491.98,2,493.98
2015,Maryland,Speech-Language Pathologists,-,-,-,1442.07,18.4,1460.47
2015,Massachusetts,Special Education Paraprofessionals for Ages 3-5,2929.51,95.64,3025.15,-,-,-
2015,Massachusetts,Special Education Paraprofessionals for Ages 6-21,13434.45,278.55,13713,-,-,-
2015,Massachusetts,Total Special Education Paraprofessionals ,16363.96,374.19,16738.15,-,-,-
2015,Massachusetts,Special Education Teachers for Ages 3-5,958.61,43.25,1001.86,-,-,-
2015,Massachusetts,Special Education Teachers for Ages 6-21,7242.32,421.11,7663.43,-,-,-
2015,Massachusetts,Total Special Education Teachers,8200.93,464.36,8665.29,-,-,-
2015,Massachusetts,Audiologists,-,-,-,5.36,0,5.36
2015,Massachusetts,Counselors and Rehabilitation Counselors,-,-,-,420.88,22.1,442.98
2015,Massachusetts,Interpreters,-,-,-,56.62,0,56.62
2015,Massachusetts,Medical / Nursing Service Staff,-,-,-,90.91,34.9,125.81
2015,Massachusetts,Occupational Therapists,-,-,-,706.09,0,706.09
2015,Massachusetts,Orientation and Mobility Specialists,-,-,-,22.99,0,22.99
2015,Massachusetts,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,67.25,0,67.25
2015,Massachusetts,Physical Therapists,-,-,-,219.35,0,219.35
2015,Massachusetts,Psychologists,-,-,-,692.8,14.48,707.28
2015,Massachusetts,Social Workers,-,-,-,145.27,14.9,160.17
2015,Massachusetts,Speech-Language Pathologists,-,-,-,1805.39,0,1805.39
2015,Michigan,Special Education Paraprofessionals for Ages 3-5,604.13,0,604.13,-,-,-
2015,Michigan,Special Education Paraprofessionals for Ages 6-21,9601.38,0,9601.38,-,-,-
2015,Michigan,Total Special Education Paraprofessionals ,10205.51,0,10205.51,-,-,-
2015,Michigan,Special Education Teachers for Ages 3-5,716.1,0,716.1,-,-,-
2015,Michigan,Special Education Teachers for Ages 6-21,11169.08,15.27,11184.35,-,-,-
2015,Michigan,Total Special Education Teachers,11885.18,15.27,11900.45,-,-,-
2015,Michigan,Audiologists,-,-,-,22.68,0,22.68
2015,Michigan,Counselors and Rehabilitation Counselors,-,-,-,4.76,0,4.76
2015,Michigan,Interpreters,-,-,-,128.63,0,128.63
2015,Michigan,Medical / Nursing Service Staff,-,-,-,109.05,0,109.05
2015,Michigan,Occupational Therapists,-,-,-,377.06,0,377.06
2015,Michigan,Orientation and Mobility Specialists,-,-,-,26.56,0,26.56
2015,Michigan,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,70.52,0,70.52
2015,Michigan,Physical Therapists,-,-,-,155.56,0,155.56
2015,Michigan,Psychologists,-,-,-,703.3,0,703.3
2015,Michigan,Social Workers,-,-,-,1084.64,0,1084.64
2015,Michigan,Speech-Language Pathologists,-,-,-,2032.47,0,2032.47
2015,Minnesota,Special Education Paraprofessionals for Ages 3-5,1428.69,165.32,1594.01,-,-,-
2015,Minnesota,Special Education Paraprofessionals for Ages 6-21,10543.73,1180.47,11724.2,-,-,-
2015,Minnesota,Total Special Education Paraprofessionals ,11972.42,1345.79,13318.21,-,-,-
2015,Minnesota,Special Education Teachers for Ages 3-5,728.61,47.21,775.82,-,-,-
2015,Minnesota,Special Education Teachers for Ages 6-21,7440.34,843.97,8284.31,-,-,-
2015,Minnesota,Total Special Education Teachers,8168.95,891.18,9060.13,-,-,-
2015,Minnesota,Audiologists,-,-,-,33.23,0,33.23
2015,Minnesota,Counselors and Rehabilitation Counselors,-,-,-,48.4,0,48.4
2015,Minnesota,Interpreters,-,-,-,175.54,0,175.54
2015,Minnesota,Medical / Nursing Service Staff,-,-,-,360.94,0,360.94
2015,Minnesota,Occupational Therapists,-,-,-,593.1,0,593.1
2015,Minnesota,Orientation and Mobility Specialists,-,-,-,13.34,0,13.34
2015,Minnesota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,370.15,0,370.15
2015,Minnesota,Physical Therapists,-,-,-,168.64,0,168.64
2015,Minnesota,Psychologists,-,-,-,710.2,0,710.2
2015,Minnesota,Social Workers,-,-,-,663.12,0,663.12
2015,Minnesota,Speech-Language Pathologists,-,-,-,1730.01,0,1730.01
2015,Mississippi,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-
2015,Mississippi,Special Education Paraprofessionals for Ages 6-21,1253.9,0,1253.9,-,-,-
2015,Mississippi,Total Special Education Paraprofessionals ,1253.9,0,1253.9,-,-,-
2015,Mississippi,Special Education Teachers for Ages 3-5,101.75,0,101.75,-,-,-
2015,Mississippi,Special Education Teachers for Ages 6-21,5046.66,39.06,5085.72,-,-,-
2015,Mississippi,Total Special Education Teachers,5148.41,39.06,5187.47,-,-,-
2015,Mississippi,Audiologists,-,-,-,1.87,3,4.87
2015,Mississippi,Counselors and Rehabilitation Counselors,-,-,-,32.72,0,32.72
2015,Mississippi,Interpreters,-,-,-,27.59,0,27.59
2015,Mississippi,Medical / Nursing Service Staff,-,-,-,389.4,0,389.4
2015,Mississippi,Occupational Therapists,-,-,-,100.17,0,100.17
2015,Mississippi,Orientation and Mobility Specialists,-,-,-,1.2,0,1.2
2015,Mississippi,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,968.09,107.29,1075.38
2015,Mississippi,Physical Therapists,-,-,-,0,82.79,82.79
2015,Mississippi,Psychologists,-,-,-,33.95,13.08,47.03
2015,Mississippi,Social Workers,-,-,-,10.44,0,10.44
2015,Mississippi,Speech-Language Pathologists,-,-,-,591.83,0,591.83
2015,Missouri,Special Education Paraprofessionals for Ages 3-5,1206.62,0,1206.62,-,-,-
2015,Missouri,Special Education Paraprofessionals for Ages 6-21,8566.6,29.53,8596.13,-,-,-
2015,Missouri,Total Special Education Paraprofessionals ,9773.22,29.53,9802.75,-,-,-
2015,Missouri,Special Education Teachers for Ages 3-5,1143.06,29.41,1172.47,-,-,-
2015,Missouri,Special Education Teachers for Ages 6-21,7569.43,309.15,7878.58,-,-,-
2015,Missouri,Total Special Education Teachers,8712.49,338.56,9051.05,-,-,-
2015,Missouri,Audiologists,-,-,-,10.5,0,10.5
2015,Missouri,Counselors and Rehabilitation Counselors,-,-,-,0.5,0,0.5
2015,Missouri,Interpreters,-,-,-,135,1,136
2015,Missouri,Medical / Nursing Service Staff,-,-,-,105.42,0,105.42
2015,Missouri,Occupational Therapists,-,-,-,375.64,0,375.64
2015,Missouri,Orientation and Mobility Specialists,-,-,-,8.62,0,8.62
2015,Missouri,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,46.03,0.31,46.34
2015,Missouri,Physical Therapists,-,-,-,133.65,0.25,133.9
2015,Missouri,Psychologists,-,-,-,196.65,4.1,200.75
2015,Missouri,Social Workers,-,-,-,119.89,6.54,126.43
2015,Missouri,Speech-Language Pathologists,-,-,-,181.46,4.05,185.51
2015,Montana,Special Education Paraprofessionals for Ages 3-5,68.95,0,68.95,-,-,-
2015,Montana,Special Education Paraprofessionals for Ages 6-21,1442.07,0,1442.07,-,-,-
2015,Montana,Total Special Education Paraprofessionals ,1511.02,0,1511.02,-,-,-
2015,Montana,Special Education Teachers for Ages 3-5,55.5,1.44,56.94,-,-,-
2015,Montana,Special Education Teachers for Ages 6-21,789.63,253.07,1042.7,-,-,-
2015,Montana,Total Special Education Teachers,845.13,254.51,1099.64,-,-,-
2015,Montana,Audiologists,-,-,-,2.83,0,2.83
2015,Montana,Counselors and Rehabilitation Counselors,-,-,-,10.17,1,11.17
2015,Montana,Interpreters,-,-,-,21.63,0,21.63
2015,Montana,Medical / Nursing Service Staff,-,-,-,24.31,1.88,26.19
2015,Montana,Occupational Therapists,-,-,-,33.3,1,34.3
2015,Montana,Orientation and Mobility Specialists,-,-,-,10.93,0,10.93
2015,Montana,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,6.3,0,6.3
2015,Montana,Physical Therapists,-,-,-,15.65,0.02,15.67
2015,Montana,Psychologists,-,-,-,78.07,3.6,81.67
2015,Montana,Social Workers,-,-,-,10.7,4.8,15.5
2015,Montana,Speech-Language Pathologists,-,-,-,172.7,14.15,186.85
2015,Nebraska,Special Education Paraprofessionals for Ages 3-5,359.69,0,359.69,-,-,-
2015,Nebraska,Special Education Paraprofessionals for Ages 6-21,4514.44,0,4514.44,-,-,-
2015,Nebraska,Total Special Education Paraprofessionals ,4874.13,0,4874.13,-,-,-
2015,Nebraska,Special Education Teachers for Ages 3-5,188.92,11.93,200.85,-,-,-
2015,Nebraska,Special Education Teachers for Ages 6-21,2661.78,149.26,2811.04,-,-,-
2015,Nebraska,Total Special Education Teachers,2850.7,161.19,3011.89,-,-,-
2015,Nebraska,Audiologists,-,-,-,5.49,0,5.49
2015,Nebraska,Counselors and Rehabilitation Counselors,-,-,-,851.38,0,851.38
2015,Nebraska,Interpreters,-,-,-,54.08,0,54.08
2015,Nebraska,Medical / Nursing Service Staff,-,-,-,281.27,0,281.27
2015,Nebraska,Occupational Therapists,-,-,-,54.82,0,54.82
2015,Nebraska,Orientation and Mobility Specialists,-,-,-,0,0,0
2015,Nebraska,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2015,Nebraska,Physical Therapists,-,-,-,20.6,0,20.6
2015,Nebraska,Psychologists,-,-,-,270.13,0,270.13
2015,Nebraska,Social Workers,-,-,-,90.15,0,90.15
2015,Nebraska,Speech-Language Pathologists,-,-,-,645.21,0,645.21
2015,Nevada,Special Education Paraprofessionals for Ages 3-5,498.61,34.54,533.15,-,-,-
2015,Nevada,Special Education Paraprofessionals for Ages 6-21,1603.53,189.04,1792.57,-,-,-
2015,Nevada,Total Special Education Paraprofessionals ,2102.14,223.58,2325.72,-,-,-
2015,Nevada,Special Education Teachers for Ages 3-5,379.1,146,525.1,-,-,-
2015,Nevada,Special Education Teachers for Ages 6-21,2374.45,416,2790.45,-,-,-
2015,Nevada,Total Special Education Teachers,2753.55,562,3315.55,-,-,-
2015,Nevada,Audiologists,-,-,-,11.7,0,11.7
2015,Nevada,Counselors and Rehabilitation Counselors,-,-,-,84.8,1,85.8
2015,Nevada,Interpreters,-,-,-,40.52,8,48.52
2015,Nevada,Medical / Nursing Service Staff,-,-,-,298.92,35,333.92
2015,Nevada,Occupational Therapists,-,-,-,114.17,1,115.17
2015,Nevada,Orientation and Mobility Specialists,-,-,-,3.52,0,3.52
2015,Nevada,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,94.3,0.5,94.8
2015,Nevada,Physical Therapists,-,-,-,68.05,0,68.05
2015,Nevada,Psychologists,-,-,-,271.8,0.2,272
2015,Nevada,Social Workers,-,-,-,30.35,0,30.35
2015,Nevada,Speech-Language Pathologists,-,-,-,555.53,4,559.53
2015,New Hampshire,Special Education Paraprofessionals for Ages 3-5,486.07,0,486.07,-,-,-
2015,New Hampshire,Special Education Paraprofessionals for Ages 6-21,5452.77,0,5452.77,-,-,-
2015,New Hampshire,Total Special Education Paraprofessionals ,5938.84,0,5938.84,-,-,-
2015,New Hampshire,Special Education Teachers for Ages 3-5,192.6,0,192.6,-,-,-
2015,New Hampshire,Special Education Teachers for Ages 6-21,2185.1,0,2185.1,-,-,-
2015,New Hampshire,Total Special Education Teachers,2377.7,0,2377.7,-,-,-
2015,New Hampshire,Audiologists,-,-,-,3.87,0,3.87
2015,New Hampshire,Counselors and Rehabilitation Counselors,-,-,-,343.22,3,346.22
2015,New Hampshire,Interpreters,-,-,-,15.5,3,18.5
2015,New Hampshire,Medical / Nursing Service Staff,-,-,-,266.39,5,271.39
2015,New Hampshire,Occupational Therapists,-,-,-,170.56,113.75,284.31
2015,New Hampshire,Orientation and Mobility Specialists,-,-,-,3.6,0,3.6
2015,New Hampshire,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,184.2,4.2,188.4
2015,New Hampshire,Physical Therapists,-,-,-,35.24,2.55,37.79
2015,New Hampshire,Psychologists,-,-,-,145.76,4.1,149.86
2015,New Hampshire,Social Workers,-,-,-,39.99,0,39.99
2015,New Hampshire,Speech-Language Pathologists,-,-,-,462.59,16.4,478.99
2015,New Jersey,Special Education Paraprofessionals for Ages 3-5,7188.77,0,7188.77,-,-,-
2015,New Jersey,Special Education Paraprofessionals for Ages 6-21,12290.94,0,12290.94,-,-,-
2015,New Jersey,Total Special Education Paraprofessionals ,19479.71,0,19479.71,-,-,-
2015,New Jersey,Special Education Teachers for Ages 3-5,1113.34,498.49,1611.83,-,-,-
2015,New Jersey,Special Education Teachers for Ages 6-21,14018.06,3438.76,17456.82,-,-,-
2015,New Jersey,Total Special Education Teachers,15131.4,3937.25,19068.65,-,-,-
2015,New Jersey,Audiologists,-,-,-,11.2,1.1,12.3
2015,New Jersey,Counselors and Rehabilitation Counselors,-,-,-,340.6,16.71,357.31
2015,New Jersey,Interpreters,-,-,-,28,10.5,38.5
2015,New Jersey,Medical / Nursing Service Staff,-,-,-,303.38,66.4,369.78
2015,New Jersey,Occupational Therapists,-,-,-,232.24,85.28,317.52
2015,New Jersey,Orientation and Mobility Specialists,-,-,-,4.5,1.2,5.7
2015,New Jersey,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,241.71,7,248.71
2015,New Jersey,Physical Therapists,-,-,-,65.53,35.21,100.74
2015,New Jersey,Psychologists,-,-,-,656.13,38.9,695.03
2015,New Jersey,Social Workers,-,-,-,678.8,37.54,716.34
2015,New Jersey,Speech-Language Pathologists,-,-,-,812.48,52.61,865.09
2015,New Mexico,Special Education Paraprofessionals for Ages 3-5,275.13,12,287.13,-,-,-
2015,New Mexico,Special Education Paraprofessionals for Ages 6-21,2666.14,120.44,2786.58,-,-,-
2015,New Mexico,Total Special Education Paraprofessionals ,2941.27,132.44,3073.71,-,-,-
2015,New Mexico,Special Education Teachers for Ages 3-5,376.14,7.29,383.43,-,-,-
2015,New Mexico,Special Education Teachers for Ages 6-21,2105.47,147.06,2252.53,-,-,-
2015,New Mexico,Total Special Education Teachers,2481.61,154.35,2635.96,-,-,-
2015,New Mexico,Audiologists,-,-,-,24.07,0,24.07
2015,New Mexico,Counselors and Rehabilitation Counselors,-,-,-,42.3,0,42.3
2015,New Mexico,Interpreters,-,-,-,48.84,6,54.84
2015,New Mexico,Medical / Nursing Service Staff,-,-,-,9.79,0,9.79
2015,New Mexico,Occupational Therapists,-,-,-,264.28,7.71,271.99
2015,New Mexico,Orientation and Mobility Specialists,-,-,-,14.66,0.68,15.34
2015,New Mexico,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,18.3,0,18.3
2015,New Mexico,Physical Therapists,-,-,-,109,0,109
2015,New Mexico,Psychologists,-,-,-,394.39,10.56,404.95
2015,New Mexico,Social Workers,-,-,-,322.4,3.15,325.55
2015,New Mexico,Speech-Language Pathologists,-,-,-,580.53,18.78,599.31
2015,New York,Special Education Paraprofessionals for Ages 3-5,4401.5,420.4,4821.9,-,-,-
2015,New York,Special Education Paraprofessionals for Ages 6-21,37615.96,6341.72,43957.68,-,-,-
2015,New York,Total Special Education Paraprofessionals ,42017.46,6762.12,48779.58,-,-,-
2015,New York,Special Education Teachers for Ages 3-5,2938.92,65.58,3004.5,-,-,-
2015,New York,Special Education Teachers for Ages 6-21,27090.33,1351.18,28441.51,-,-,-
2015,New York,Total Special Education Teachers,30029.25,1416.76,31446.01,-,-,-
2015,New York,Audiologists,-,-,-,111.63,0,111.63
2015,New York,Counselors and Rehabilitation Counselors,-,-,-,2626.11,4.8,2630.91
2015,New York,Interpreters,-,-,-,382.72,4,386.72
2015,New York,Medical / Nursing Service Staff,-,-,-,2576.03,3,2579.03
2015,New York,Occupational Therapists,-,-,-,4559.43,14,4573.43
2015,New York,Orientation and Mobility Specialists,-,-,-,78.26,2.6,80.86
2015,New York,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,2053.49,42.88,2096.37
2015,New York,Physical Therapists,-,-,-,2277.2,4.8,2282
2015,New York,Psychologists,-,-,-,4716.51,20.63,4737.14
2015,New York,Social Workers,-,-,-,3673.46,19.6,3693.06
2015,New York,Speech-Language Pathologists,-,-,-,7325.93,74.2,7400.13
2015,North Carolina,Special Education Paraprofessionals for Ages 3-5,1192.86,45.1,1237.96,-,-,-
2015,North Carolina,Special Education Paraprofessionals for Ages 6-21,7254.14,295.77,7549.91,-,-,-
2015,North Carolina,Total Special Education Paraprofessionals ,8447,340.87,8787.87,-,-,-
2015,North Carolina,Special Education Teachers for Ages 3-5,990.18,19.14,1009.32,-,-,-
2015,North Carolina,Special Education Teachers for Ages 6-21,9763.11,266.39,10029.5,-,-,-
2015,North Carolina,Total Special Education Teachers,10753.29,285.53,11038.82,-,-,-
2015,North Carolina,Audiologists,-,-,-,85.48,8,93.48
2015,North Carolina,Counselors and Rehabilitation Counselors,-,-,-,715.41,23,738.41
2015,North Carolina,Interpreters,-,-,-,305.15,12,317.15
2015,North Carolina,Medical / Nursing Service Staff,-,-,-,517.18,16,533.18
2015,North Carolina,Occupational Therapists,-,-,-,569.17,19.38,588.55
2015,North Carolina,Orientation and Mobility Specialists,-,-,-,57.6,0,57.6
2015,North Carolina,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,686.59,19,705.59
2015,North Carolina,Physical Therapists,-,-,-,232.06,5.1,237.16
2015,North Carolina,Psychologists,-,-,-,822.78,18.05,840.83
2015,North Carolina,Social Workers,-,-,-,267.39,15.01,282.4
2015,North Carolina,Speech-Language Pathologists,-,-,-,1913.69,62.58,1976.27
2015,North Dakota,Special Education Paraprofessionals for Ages 3-5,98.33,5.64,103.97,-,-,-
2015,North Dakota,Special Education Paraprofessionals for Ages 6-21,981.01,71.08,1052.09,-,-,-
2015,North Dakota,Total Special Education Paraprofessionals ,1079.34,76.72,1156.06,-,-,-
2015,North Dakota,Special Education Teachers for Ages 3-5,94.76,0,94.76,-,-,-
2015,North Dakota,Special Education Teachers for Ages 6-21,935.33,0,935.33,-,-,-
2015,North Dakota,Total Special Education Teachers,1030.09,0,1030.09,-,-,-
2015,North Dakota,Audiologists,-,-,-,2,0,2
2015,North Dakota,Counselors and Rehabilitation Counselors,-,-,-,1,0,1
2015,North Dakota,Interpreters,-,-,-,7.7,3.76,11.46
2015,North Dakota,Medical / Nursing Service Staff,-,-,-,0,0,0
2015,North Dakota,Occupational Therapists,-,-,-,46.91,0,46.91
2015,North Dakota,Orientation and Mobility Specialists,-,-,-,0,0.5,0.5
2015,North Dakota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,27.35,0,27.35
2015,North Dakota,Physical Therapists,-,-,-,8.83,0,8.83
2015,North Dakota,Psychologists,-,-,-,26.95,0,26.95
2015,North Dakota,Social Workers,-,-,-,25,0,25
2015,North Dakota,Speech-Language Pathologists,-,-,-,272.17,0,272.17
2015,Northern Marianas,Special Education Paraprofessionals for Ages 3-5,7,0,7,-,-,-
2015,Northern Marianas,Special Education Paraprofessionals for Ages 6-21,84,5,89,-,-,-
2015,Northern Marianas,Total Special Education Paraprofessionals ,91,5,96,-,-,-
2015,Northern Marianas,Special Education Teachers for Ages 3-5,3,0,3,-,-,-
2015,Northern Marianas,Special Education Teachers for Ages 6-21,31,5,36,-,-,-
2015,Northern Marianas,Total Special Education Teachers,34,5,39,-,-,-
2015,Northern Marianas,Audiologists,-,-,-,1,0,1
2015,Northern Marianas,Counselors and Rehabilitation Counselors,-,-,-,0,0,0
2015,Northern Marianas,Interpreters,-,-,-,3,0,3
2015,Northern Marianas,Medical / Nursing Service Staff,-,-,-,-,-,-
2015,Northern Marianas,Occupational Therapists,-,-,-,7,0,7
2015,Northern Marianas,Orientation and Mobility Specialists,-,-,-,0,0,0
2015,Northern Marianas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0
2015,Northern Marianas,Physical Therapists,-,-,-,1,3,4
2015,Northern Marianas,Psychologists,-,-,-,5,0,5
2015,Northern Marianas,Social Workers,-,-,-,2,0,2
2015,Northern Marianas,Speech-Language Pathologists,-,-,-,19,0,19
2015,Ohio,Special Education Paraprofessionals for Ages 3-5,222.96,0,222.96,-,-,-
2015,Ohio,Special Education Paraprofessionals for Ages 6-21,1276.72,0,1276.72,-,-,-
2015,Ohio,Total Special Education Paraprofessionals ,1499.68,0,1499.68,-,-,-
2015,Ohio,Special Education Teachers for Ages 3-5,1251.68,23.32,1275,-,-,-
2015,Ohio,Special Education Teachers for Ages 6-21,11694.54,423.46,12118,-,-,-
2015,Ohio,Total Special Education Teachers,12946.22,446.78,13393,-,-,-
2015,Ohio,Audiologists,-,-,-,40.27,1.01,41.28
2015,Ohio,Counselors and Rehabilitation Counselors,-,-,-,340.83,0.4,341.23
2015,Ohio,Interpreters,-,-,-,303.06,43.32,346.38
2015,Ohio,Medical / Nursing Service Staff,-,-,-,161.51,11.63,173.14
2015,Ohio,Occupational Therapists,-,-,-,693.32,56.96,750.28
2015,Ohio,Orientation and Mobility Specialists,-,-,-,14.01,3.53,17.54
2015,Ohio,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,68.97,4,72.97
2015,Ohio,Physical Therapists,-,-,-,260.96,15.05,276.01
2015,Ohio,Psychologists,-,-,-,617.02,14.56,631.58
2015,Ohio,Social Workers,-,-,-,59.9,6,65.9
2015,Ohio,Speech-Language Pathologists,-,-,-,2270.77,99.35,2370.12
2015,Oklahoma,Special Education Paraprofessionals for Ages 3-5,533.8,118.9,652.7,-,-,-
2015,Oklahoma,Special Education Paraprofessionals for Ages 6-21,3344,675,4019,-,-,-
2015,Oklahoma,Total Special Education Paraprofessionals ,3877.8,793.9,4671.7,-,-,-
2015,Oklahoma,Special Education Teachers for Ages 3-5,407,12,419,-,-,-
2015,Oklahoma,Special Education Teachers for Ages 6-21,2788,17,2805,-,-,-
2015,Oklahoma,Total Special Education Teachers,3195,29,3224,-,-,-
2015,Oklahoma,Audiologists,-,-,-,7.5,0,7.5
2015,Oklahoma,Counselors and Rehabilitation Counselors,-,-,-,234.3,3,237.3
2015,Oklahoma,Interpreters,-,-,-,105.2,46,151.2
2015,Oklahoma,Medical / Nursing Service Staff,-,-,-,132.8,9,141.8
2015,Oklahoma,Occupational Therapists,-,-,-,319.7,372.1,691.8
