Year,State,NatIon_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2006,Hawaii                                       ,,15,4,9,Social Workers                                                                   ,          N/V,          N/V,          N/V,82,0,82
2006,Hawaii                                       ,,15,4,9,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,28,0,28
2006,Hawaii                                       ,,15,4,9,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,796,12,808
2006,Hawaii                                       ,,15,4,9,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,2,0,2
2006,Idaho                                        ,,16,4,8,Special Education Teachers for Ages 3-5                                          ,117,24,141,          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Special Education Teachers for Ages 6-21                                         ,988,117,"1,105.00",          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Total Special Education Teachers                                                 ,"1,105.00",142,"1,246.00",          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,329,0,329,          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"2,261.00",0,"2,261.00",          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Total Special Education Paraprofessionals                                        ,"2,591.00",0,"2,591.00",          N/V,          N/V,          N/V
2006,Idaho                                        ,,16,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,4,1,4
2006,Idaho                                        ,,16,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,177,16,193
2006,Idaho                                        ,,16,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,52,0,52
2006,Idaho                                        ,,16,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,140,9,150
2006,Idaho                                        ,,16,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,28,0,28
2006,Idaho                                        ,,16,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,5,0,5
2006,Idaho                                        ,,16,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,0,0,0
2006,Idaho                                        ,,16,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,0,0,0
2006,Idaho                                        ,,16,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,109,0,109
2006,Idaho                                        ,,16,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,0,0,0
2006,Idaho                                        ,,16,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,0,0
2006,Illinois                                     ,,17,2,3,Special Education Teachers for Ages 3-5                                          ,"1,382.00",2,"1,384.00",          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Special Education Teachers for Ages 6-21                                         ,"19,831.00",71,"19,902.00",          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Total Special Education Teachers                                                 ,"21,213.00",73,"21,286.00",          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"31,296.00",0,"31,296.00",          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Total Special Education Paraprofessionals                                        ,"31,296.00",0,"31,296.00",          N/V,          N/V,          N/V
2006,Illinois                                     ,,17,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,36,0,36
2006,Illinois                                     ,,17,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"3,349.00",0,"3,349.00"
2006,Illinois                                     ,,17,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,228,0,228
2006,Illinois                                     ,,17,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,"1,947.00",0,"1,947.00"
2006,Illinois                                     ,,17,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,904,0,904
2006,Illinois                                     ,,17,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,352,0,352
2006,Illinois                                     ,,17,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,216,0,216
2006,Illinois                                     ,,17,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,"3,311.00",0,"3,311.00"
2006,Illinois                                     ,,17,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,787,0,787
2006,Illinois                                     ,,17,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,402,0,402
2006,Illinois                                     ,,17,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,26,0,26
2006,Indiana                                      ,,18,2,3,Special Education Teachers for Ages 3-5                                          ,605,0,605,          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Special Education Teachers for Ages 6-21                                         ,"6,751.00",281,"7,032.00",          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Total Special Education Teachers                                                 ,"7,357.00",281,"7,638.00",          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,638,0,638,          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"8,181.00",0,"8,181.00",          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Total Special Education Paraprofessionals                                        ,"8,819.00",0,"8,819.00",          N/V,          N/V,          N/V
2006,Indiana                                      ,,18,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,14,1,15
2006,Indiana                                      ,,18,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,188.00",35,"1,223.00"
2006,Indiana                                      ,,18,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,100,6,106
2006,Indiana                                      ,,18,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,492,3,495
2006,Indiana                                      ,,18,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,224,3,227
2006,Indiana                                      ,,18,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,122,1,123
2006,Indiana                                      ,,18,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,21,1,22
2006,Indiana                                      ,,18,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,86,2,88
2006,Indiana                                      ,,18,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,11,0,11
2006,Indiana                                      ,,18,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,51,1,52
2006,Indiana                                      ,,18,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,8,0,8
2006,Iowa                                         ,,19,2,4,Special Education Teachers for Ages 3-5                                          ,478,0,478,          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Special Education Teachers for Ages 6-21                                         ,"5,761.00",0,"5,761.00",          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Total Special Education Teachers                                                 ,"6,239.00",0,"6,239.00",          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,"2,064.00",0,"2,064.00",          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"5,251.00",0,"5,251.00",          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Total Special Education Paraprofessionals                                        ,"7,316.00",0,"7,316.00",          N/V,          N/V,          N/V
2006,Iowa                                         ,,19,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,50,0,50
2006,Iowa                                         ,,19,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,509,0,509
2006,Iowa                                         ,,19,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,142,0,142
2006,Iowa                                         ,,19,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,319,0,319
2006,Iowa                                         ,,19,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,78,0,78
2006,Iowa                                         ,,19,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,54,0,54
2006,Iowa                                         ,,19,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,18,0,18
2006,Iowa                                         ,,19,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,247,0,247
2006,Iowa                                         ,,19,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,47,0,47
2006,Iowa                                         ,,19,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,8,0,8
2006,Iowa                                         ,,19,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,11,0,11
2006,Kansas                                       ,,20,2,4,Special Education Teachers for Ages 3-5                                          ,396,56,451,          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Special Education Teachers for Ages 6-21                                         ,"3,077.00",813,"3,890.00",          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Total Special Education Teachers                                                 ,"3,473.00",869,"4,342.00",          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,781,0,781,          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"9,588.00",0,"9,588.00",          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Total Special Education Paraprofessionals                                        ,"10,368.00",0,"10,368.00",          N/V,          N/V,          N/V
2006,Kansas                                       ,,20,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,22,0,22
2006,Kansas                                       ,,20,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,785,0,785
2006,Kansas                                       ,,20,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,45,0,45
2006,Kansas                                       ,,20,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,495,0,495
2006,Kansas                                       ,,20,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,201,0,201
2006,Kansas                                       ,,20,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,89,0,89
2006,Kansas                                       ,,20,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,52,1,53
2006,Kansas                                       ,,20,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,264,0,264
2006,Kansas                                       ,,20,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,96,0,96
2006,Kansas                                       ,,20,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,39,0,39
2006,Kansas                                       ,,20,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,1,0,1
2006,Kentucky                                     ,,21,3,6,Special Education Teachers for Ages 3-5                                          ,390,9,399,          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Special Education Teachers for Ages 6-21                                         ,"6,216.00",353,"6,569.00",          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Total Special Education Teachers                                                 ,"6,606.00",363,"6,969.00",          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Special Education Paraprofessionals for Ages 3-5                                 ,637,57,694,          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Special Education Paraprofessionals for Ages 6-21                                ,"4,764.00",244,"5,008.00",          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Total Special Education Paraprofessionals                                        ,"5,401.00",301,"5,701.00",          N/V,          N/V,          N/V
2006,Kentucky                                     ,,21,3,6,Audiologists                                                                     ,          N/V,          N/V,          N/V,7,0,7
2006,Kentucky                                     ,,21,3,6,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,023.00",63,"1,086.00"
2006,Kentucky                                     ,,21,3,6,Interpreters                                                                     ,          N/V,          N/V,          N/V,100,6,106
2006,Kentucky                                     ,,21,3,6,Psychologists                                                                    ,          N/V,          N/V,          N/V,352,8,361
2006,Kentucky                                     ,,21,3,6,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,220,2,221
2006,Kentucky                                     ,,21,3,6,Physical Therapists                                                              ,          N/V,          N/V,          N/V,114,4,118
2006,Kentucky                                     ,,21,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,52,1,53
2006,Kentucky                                     ,,21,3,6,Social Workers                                                                   ,          N/V,          N/V,          N/V,18,0,18
2006,Kentucky                                     ,,21,3,6,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,80,0,80
2006,Kentucky                                     ,,21,3,6,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,149,0,149
2006,Kentucky                                     ,,21,3,6,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,28,0,28
2006,Louisiana                                    ,,22,3,7,Special Education Teachers for Ages 3-5                                          ,532,129,661,          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Special Education Teachers for Ages 6-21                                         ,"4,209.00","2,141.00","6,350.00",          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Total Special Education Teachers                                                 ,"4,741.00","2,270.00","7,012.00",          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Special Education Paraprofessionals for Ages 3-5                                 ,816,33,849,          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Special Education Paraprofessionals for Ages 6-21                                ,"5,293.00",376,"5,669.00",          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Total Special Education Paraprofessionals                                        ,"6,109.00",409,"6,518.00",          N/V,          N/V,          N/V
2006,Louisiana                                    ,,22,3,7,Audiologists                                                                     ,          N/V,          N/V,          N/V,22,0,22
2006,Louisiana                                    ,,22,3,7,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,130.00",7,"1,137.00"
2006,Louisiana                                    ,,22,3,7,Interpreters                                                                     ,          N/V,          N/V,          N/V,124,24,147
2006,Louisiana                                    ,,22,3,7,Psychologists                                                                    ,          N/V,          N/V,          N/V,248,4,252
2006,Louisiana                                    ,,22,3,7,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,162,1,163
2006,Louisiana                                    ,,22,3,7,Physical Therapists                                                              ,          N/V,          N/V,          N/V,80,0,80
2006,Louisiana                                    ,,22,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,342,10,352
2006,Louisiana                                    ,,22,3,7,Social Workers                                                                   ,          N/V,          N/V,          N/V,255,6,261
2006,Louisiana                                    ,,22,3,7,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,213,9,222
2006,Louisiana                                    ,,22,3,7,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,56,1,57
2006,Louisiana                                    ,,22,3,7,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,14,1,15
2006,Maine                                        ,,23,1,1,Special Education Teachers for Ages 3-5                                          ,319,0,319,          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Special Education Teachers for Ages 6-21                                         ,"2,573.00",244,"2,818.00",          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Total Special Education Teachers                                                 ,"2,892.00",244,"3,136.00",          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,24,0,24,          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"3,808.00",53,"3,861.00",          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Total Special Education Paraprofessionals                                        ,"3,832.00",53,"3,885.00",          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,23,1,24
2006,Maine                                        ,,23,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,38,0,38
2006,Maine                                        ,,23,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,170,1,171
2006,Maine                                        ,,23,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,210,2,212
2006,Maine                                        ,,23,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,83,0,83
2006,Maine                                        ,,23,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,11,3,14
2006,Maine                                        ,,23,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,187,1,188
2006,Maine                                        ,,23,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2006,Maine                                        ,,23,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,26,2,27
2006,Maine                                        ,,23,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Special Education Teachers for Ages 3-5                                          ,523,84,607,          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Special Education Teachers for Ages 6-21                                         ,"6,273.00","1,898.00","8,171.00",          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Total Special Education Teachers                                                 ,"6,796.00","1,982.00","8,777.00",          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,503,45,548,          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"5,962.00","1,224.00","7,185.00",          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Total Special Education Paraprofessionals                                        ,"6,465.00","1,269.00","7,734.00",          N/V,          N/V,          N/V
2006,Maryland                                     ,,24,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,29,0,29
2006,Maryland                                     ,,24,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,249.00",91,"1,340.00"
2006,Maryland                                     ,,24,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,54,70,124
2006,Maryland                                     ,,24,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,442,19,461
2006,Maryland                                     ,,24,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,341,41,382
2006,Maryland                                     ,,24,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,164,18,181
2006,Maryland                                     ,,24,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,608,23,630
2006,Maryland                                     ,,24,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,525,4,529
2006,Maryland                                     ,,24,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,149,8,157
2006,Maryland                                     ,,24,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,177,13,190
2006,Maryland                                     ,,24,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,13,1,14
2006,Massachusetts                                ,,25,1,1,Special Education Teachers for Ages 3-5                                          ,"1,163.00",58,"1,220.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Special Education Teachers for Ages 6-21                                         ,"7,632.00",998,"8,630.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Total Special Education Teachers                                                 ,"8,794.00","1,056.00","9,851.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,587,"1,191.00","1,778.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"1,850.00","10,821.00","12,671.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Total Special Education Paraprofessionals                                        ,"2,437.00","12,012.00","14,449.00",          N/V,          N/V,          N/V
2006,Massachusetts                                ,,25,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,0,7,7
2006,Massachusetts                                ,,25,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,0,577,577
2006,Massachusetts                                ,,25,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,0,25,25
2006,Massachusetts                                ,,25,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,245,6,251
2006,Massachusetts                                ,,25,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,0,465,465
2006,Massachusetts                                ,,25,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,0,174,174
2006,Massachusetts                                ,,25,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,"2,312.00",80,"2,393.00"
2006,Massachusetts                                ,,25,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,62,6,68
2006,Massachusetts                                ,,25,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,34,1,35
2006,Massachusetts                                ,,25,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,17,4,21
2006,Massachusetts                                ,,25,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,2,2
2006,Michigan                                     ,,26,2,3,Special Education Teachers for Ages 3-5                                          ,935,19,954,          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Special Education Teachers for Ages 6-21                                         ,"12,675.00",316,"12,991.00",          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Total Special Education Teachers                                                 ,"13,610.00",335,"13,945.00",          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,897,10,906,          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"8,669.00",323,"8,992.00",          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Total Special Education Paraprofessionals                                        ,"9,566.00",332,"9,898.00",          N/V,          N/V,          N/V
2006,Michigan                                     ,,26,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,14,0,14
2006,Michigan                                     ,,26,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,598,0,598
2006,Michigan                                     ,,26,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,77,0,77
2006,Michigan                                     ,,26,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,596,0,596
2006,Michigan                                     ,,26,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,269,0,269
2006,Michigan                                     ,,26,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,110,0,110
2006,Michigan                                     ,,26,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,65,0,65
2006,Michigan                                     ,,26,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,953,0,953
2006,Michigan                                     ,,26,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,47,0,47
2006,Michigan                                     ,,26,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,11,0,11
2006,Michigan                                     ,,26,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,19,0,19
2006,Minnesota                                    ,,27,2,4,Special Education Teachers for Ages 3-5                                          ,371,12,383,          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Special Education Teachers for Ages 6-21                                         ,"7,943.00",533,"8,476.00",          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Total Special Education Teachers                                                 ,"8,314.00",545,"8,859.00",          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,1,0,1,          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"9,994.00",0,"9,994.00",          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Total Special Education Paraprofessionals                                        ,"9,995.00",0,"9,995.00",          N/V,          N/V,          N/V
2006,Minnesota                                    ,,27,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,52,0,52
2006,Minnesota                                    ,,27,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,682.00",5,"1,687.00"
2006,Minnesota                                    ,,27,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,0,194,194
2006,Minnesota                                    ,,27,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,636,1,637
2006,Minnesota                                    ,,27,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,534,0,534
2006,Minnesota                                    ,,27,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,172,0,172
2006,Minnesota                                    ,,27,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,392,5,396
2006,Minnesota                                    ,,27,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,789,0,789
2006,Minnesota                                    ,,27,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,155,120,275
2006,Minnesota                                    ,,27,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,36,0,36
2006,Minnesota                                    ,,27,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,0,6,6
2006,Mississippi                                  ,,28,3,6,Special Education Teachers for Ages 3-5                                          ,0,0,0,          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Special Education Teachers for Ages 6-21                                         ,853,271,"1,124.00",          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Total Special Education Teachers                                                 ,853,271,"1,124.00",          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Special Education Paraprofessionals for Ages 6-21                                ,"1,670.00",0,"1,670.00",          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Total Special Education Paraprofessionals                                        ,"1,670.00",0,"1,670.00",          N/V,          N/V,          N/V
2006,Mississippi                                  ,,28,3,6,Audiologists                                                                     ,          N/V,          N/V,          N/V,0,1,1
2006,Mississippi                                  ,,28,3,6,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,379,93,472
2006,Mississippi                                  ,,28,3,6,Interpreters                                                                     ,          N/V,          N/V,          N/V,45,0,45
2006,Mississippi                                  ,,28,3,6,Psychologists                                                                    ,          N/V,          N/V,          N/V,18,2,20
2006,Mississippi                                  ,,28,3,6,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,22,0,22
2006,Mississippi                                  ,,28,3,6,Physical Therapists                                                              ,          N/V,          N/V,          N/V,0,14,14
2006,Mississippi                                  ,,28,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,710,145,855
2006,Mississippi                                  ,,28,3,6,Social Workers                                                                   ,          N/V,          N/V,          N/V,6,0,6
2006,Mississippi                                  ,,28,3,6,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,343,0,343
2006,Mississippi                                  ,,28,3,6,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,15,0,15
2006,Mississippi                                  ,,28,3,6,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,6,0,6
