Created,11/10/2008,,,,,,,
Updated,1/25/2011,,,,,,,
Revised,n/a,,,,,,,
,,,,,,,,
Year,State,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2006,Hawaii                                       ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,796,12,808
2006,Hawaii                                       ,Orientation and Mobility Specialists                                             ,          -,          -,          -,2,0,2
2006,Idaho                                        ,Special Education Teachers for Ages 3-5                                          ,117,24,141,          -,          -,          -
2006,Idaho                                        ,Special Education Teachers for Ages 6-21                                         ,988,117,"1,105.00",          -,          -,          -
2006,Idaho                                        ,Total Special Education Teachers                                                 ,"1,105.00",142,"1,246.00",          -,          -,          -
2006,Idaho                                        ,Special Education Paraprofessionals for Ages 3-5                                 ,329,0,329,          -,          -,          -
2006,Idaho                                        ,Special Education Paraprofessionals for Ages 6-21                                ,"2,261.00",0,"2,261.00",          -,          -,          -
2006,Idaho                                        ,Total Special Education Paraprofessionals                                        ,"2,591.00",0,"2,591.00",          -,          -,          -
2006,Idaho                                        ,Audiologists                                                                     ,          -,          -,          -,4,1,4
2006,Idaho                                        ,Speech-Language Pathologists                                                     ,          -,          -,          -,177,16,193
2006,Idaho                                        ,Interpreters                                                                     ,          -,          -,          -,52,0,52
2006,Idaho                                        ,Psychologists                                                                    ,          -,          -,          -,140,9,150
2006,Idaho                                        ,Occupational Therapists                                                          ,          -,          -,          -,28,0,28
2006,Idaho                                        ,Physical Therapists                                                              ,          -,          -,          -,5,0,5
2006,Idaho                                        ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,0,0,0
2006,Idaho                                        ,Social Workers                                                                   ,          -,          -,          -,0,0,0
2006,Idaho                                        ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,109,0,109
2006,Idaho                                        ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,0,0,0
2006,Idaho                                        ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,0,0
2006,Illinois                                     ,Special Education Teachers for Ages 3-5                                          ,"1,382.00",2,"1,384.00",          -,          -,          -
2006,Illinois                                     ,Special Education Teachers for Ages 6-21                                         ,"19,831.00",71,"19,902.00",          -,          -,          -
2006,Illinois                                     ,Total Special Education Teachers                                                 ,"21,213.00",73,"21,286.00",          -,          -,          -
2006,Illinois                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,          -,          -,          -,          -,          -,          -
2006,Illinois                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"31,296.00",0,"31,296.00",          -,          -,          -
2006,Illinois                                     ,Total Special Education Paraprofessionals                                        ,"31,296.00",0,"31,296.00",          -,          -,          -
2006,Illinois                                     ,Audiologists                                                                     ,          -,          -,          -,36,0,36
2006,Illinois                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,"3,349.00",0,"3,349.00"
2006,Illinois                                     ,Interpreters                                                                     ,          -,          -,          -,228,0,228
2006,Illinois                                     ,Psychologists                                                                    ,          -,          -,          -,"1,947.00",0,"1,947.00"
2006,Illinois                                     ,Occupational Therapists                                                          ,          -,          -,          -,904,0,904
2006,Illinois                                     ,Physical Therapists                                                              ,          -,          -,          -,352,0,352
2006,Illinois                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,216,0,216
2006,Illinois                                     ,Social Workers                                                                   ,          -,          -,          -,"3,311.00",0,"3,311.00"
2006,Illinois                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,787,0,787
2006,Illinois                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,402,0,402
2006,Illinois                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,26,0,26
2006,Indiana                                      ,Special Education Teachers for Ages 3-5                                          ,605,0,605,          -,          -,          -
2006,Indiana                                      ,Special Education Teachers for Ages 6-21                                         ,"6,751.00",281,"7,032.00",          -,          -,          -
2006,Indiana                                      ,Total Special Education Teachers                                                 ,"7,357.00",281,"7,638.00",          -,          -,          -
2006,Indiana                                      ,Special Education Paraprofessionals for Ages 3-5                                 ,638,0,638,          -,          -,          -
2006,Indiana                                      ,Special Education Paraprofessionals for Ages 6-21                                ,"8,181.00",0,"8,181.00",          -,          -,          -
2006,Indiana                                      ,Total Special Education Paraprofessionals                                        ,"8,819.00",0,"8,819.00",          -,          -,          -
2006,Indiana                                      ,Audiologists                                                                     ,          -,          -,          -,14,1,15
2006,Indiana                                      ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,188.00",35,"1,223.00"
2006,Indiana                                      ,Interpreters                                                                     ,          -,          -,          -,100,6,106
2006,Indiana                                      ,Psychologists                                                                    ,          -,          -,          -,492,3,495
2006,Indiana                                      ,Occupational Therapists                                                          ,          -,          -,          -,224,3,227
2006,Indiana                                      ,Physical Therapists                                                              ,          -,          -,          -,122,1,123
2006,Indiana                                      ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,21,1,22
2006,Indiana                                      ,Social Workers                                                                   ,          -,          -,          -,86,2,88
2006,Indiana                                      ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,11,0,11
2006,Indiana                                      ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,51,1,52
2006,Indiana                                      ,Orientation and Mobility Specialists                                             ,          -,          -,          -,8,0,8
2006,Iowa                                         ,Special Education Teachers for Ages 3-5                                          ,478,0,478,          -,          -,          -
2006,Iowa                                         ,Special Education Teachers for Ages 6-21                                         ,"5,761.00",0,"5,761.00",          -,          -,          -
2006,Iowa                                         ,Total Special Education Teachers                                                 ,"6,239.00",0,"6,239.00",          -,          -,          -
2006,Iowa                                         ,Special Education Paraprofessionals for Ages 3-5                                 ,"2,064.00",0,"2,064.00",          -,          -,          -
2006,Iowa                                         ,Special Education Paraprofessionals for Ages 6-21                                ,"5,251.00",0,"5,251.00",          -,          -,          -
2006,Iowa                                         ,Total Special Education Paraprofessionals                                        ,"7,316.00",0,"7,316.00",          -,          -,          -
2006,Iowa                                         ,Audiologists                                                                     ,          -,          -,          -,50,0,50
2006,Iowa                                         ,Speech-Language Pathologists                                                     ,          -,          -,          -,509,0,509
2006,Iowa                                         ,Interpreters                                                                     ,          -,          -,          -,142,0,142
2006,Iowa                                         ,Psychologists                                                                    ,          -,          -,          -,319,0,319
2006,Iowa                                         ,Occupational Therapists                                                          ,          -,          -,          -,78,0,78
2006,Iowa                                         ,Physical Therapists                                                              ,          -,          -,          -,54,0,54
2006,Iowa                                         ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,18,0,18
2006,Iowa                                         ,Social Workers                                                                   ,          -,          -,          -,247,0,247
2006,Iowa                                         ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,47,0,47
2006,Iowa                                         ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,8,0,8
2006,Iowa                                         ,Orientation and Mobility Specialists                                             ,          -,          -,          -,11,0,11
2006,Kansas                                       ,Special Education Teachers for Ages 3-5                                          ,396,56,451,          -,          -,          -
2006,Kansas                                       ,Special Education Teachers for Ages 6-21                                         ,"3,077.00",813,"3,890.00",          -,          -,          -
2006,Kansas                                       ,Total Special Education Teachers                                                 ,"3,473.00",869,"4,342.00",          -,          -,          -
2006,Kansas                                       ,Special Education Paraprofessionals for Ages 3-5                                 ,781,0,781,          -,          -,          -
2006,Kansas                                       ,Special Education Paraprofessionals for Ages 6-21                                ,"9,588.00",0,"9,588.00",          -,          -,          -
2006,Kansas                                       ,Total Special Education Paraprofessionals                                        ,"10,368.00",0,"10,368.00",          -,          -,          -
2006,Kansas                                       ,Audiologists                                                                     ,          -,          -,          -,22,0,22
2006,Kansas                                       ,Speech-Language Pathologists                                                     ,          -,          -,          -,785,0,785
2006,Kansas                                       ,Interpreters                                                                     ,          -,          -,          -,45,0,45
2006,Kansas                                       ,Psychologists                                                                    ,          -,          -,          -,495,0,495
2006,Kansas                                       ,Occupational Therapists                                                          ,          -,          -,          -,201,0,201
2006,Kansas                                       ,Physical Therapists                                                              ,          -,          -,          -,89,0,89
2006,Kansas                                       ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,52,1,53
2006,Kansas                                       ,Social Workers                                                                   ,          -,          -,          -,264,0,264
2006,Kansas                                       ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,96,0,96
2006,Kansas                                       ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,39,0,39
2006,Kansas                                       ,Orientation and Mobility Specialists                                             ,          -,          -,          -,1,0,1
2006,Kentucky                                     ,Special Education Teachers for Ages 3-5                                          ,390,9,399,          -,          -,          -
2006,Kentucky                                     ,Special Education Teachers for Ages 6-21                                         ,"6,216.00",353,"6,569.00",          -,          -,          -
2006,Kentucky                                     ,Total Special Education Teachers                                                 ,"6,606.00",363,"6,969.00",          -,          -,          -
2006,Kentucky                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,637,57,694,          -,          -,          -
2006,Kentucky                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"4,764.00",244,"5,008.00",          -,          -,          -
2006,Kentucky                                     ,Total Special Education Paraprofessionals                                        ,"5,401.00",301,"5,701.00",          -,          -,          -
2006,Kentucky                                     ,Audiologists                                                                     ,          -,          -,          -,7,0,7
2006,Kentucky                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,023.00",63,"1,086.00"
2006,Kentucky                                     ,Interpreters                                                                     ,          -,          -,          -,100,6,106
2006,Kentucky                                     ,Psychologists                                                                    ,          -,          -,          -,352,8,361
2006,Kentucky                                     ,Occupational Therapists                                                          ,          -,          -,          -,220,2,221
2006,Kentucky                                     ,Physical Therapists                                                              ,          -,          -,          -,114,4,118
2006,Kentucky                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,52,1,53
2006,Kentucky                                     ,Social Workers                                                                   ,          -,          -,          -,18,0,18
2006,Kentucky                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,80,0,80
2006,Kentucky                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,149,0,149
2006,Kentucky                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,28,0,28
2006,Louisiana                                    ,Special Education Teachers for Ages 3-5                                          ,532,129,661,          -,          -,          -
2006,Louisiana                                    ,Special Education Teachers for Ages 6-21                                         ,"4,209.00","2,141.00","6,350.00",          -,          -,          -
2006,Louisiana                                    ,Total Special Education Teachers                                                 ,"4,741.00","2,270.00","7,012.00",          -,          -,          -
2006,Louisiana                                    ,Special Education Paraprofessionals for Ages 3-5                                 ,816,33,849,          -,          -,          -
2006,Louisiana                                    ,Special Education Paraprofessionals for Ages 6-21                                ,"5,293.00",376,"5,669.00",          -,          -,          -
2006,Louisiana                                    ,Total Special Education Paraprofessionals                                        ,"6,109.00",409,"6,518.00",          -,          -,          -
2006,Louisiana                                    ,Audiologists                                                                     ,          -,          -,          -,22,0,22
2006,Louisiana                                    ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,130.00",7,"1,137.00"
2006,Louisiana                                    ,Interpreters                                                                     ,          -,          -,          -,124,24,147
2006,Louisiana                                    ,Psychologists                                                                    ,          -,          -,          -,248,4,252
2006,Louisiana                                    ,Occupational Therapists                                                          ,          -,          -,          -,162,1,163
2006,Louisiana                                    ,Physical Therapists                                                              ,          -,          -,          -,80,0,80
2006,Louisiana                                    ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,342,10,352
2006,Louisiana                                    ,Social Workers                                                                   ,          -,          -,          -,255,6,261
2006,Louisiana                                    ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,213,9,222
2006,Louisiana                                    ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,56,1,57
2006,Louisiana                                    ,Orientation and Mobility Specialists                                             ,          -,          -,          -,14,1,15
2006,Maine                                        ,Special Education Teachers for Ages 3-5                                          ,319,0,319,          -,          -,          -
2006,Maine                                        ,Special Education Teachers for Ages 6-21                                         ,"2,573.00",244,"2,818.00",          -,          -,          -
2006,Maine                                        ,Total Special Education Teachers                                                 ,"2,892.00",244,"3,136.00",          -,          -,          -
2006,Maine                                        ,Special Education Paraprofessionals for Ages 3-5                                 ,24,0,24,          -,          -,          -
2006,Maine                                        ,Special Education Paraprofessionals for Ages 6-21                                ,"3,808.00",53,"3,861.00",          -,          -,          -
2006,Maine                                        ,Total Special Education Paraprofessionals                                        ,"3,832.00",53,"3,885.00",          -,          -,          -
2006,Maine                                        ,Audiologists                                                                     ,          -,          -,          -,23,1,24
2006,Maine                                        ,Speech-Language Pathologists                                                     ,          -,          -,          -,          -,          -,          -
2006,Maine                                        ,Interpreters                                                                     ,          -,          -,          -,38,0,38
2006,Maine                                        ,Psychologists                                                                    ,          -,          -,          -,170,1,171
2006,Maine                                        ,Occupational Therapists                                                          ,          -,          -,          -,210,2,212
2006,Maine                                        ,Physical Therapists                                                              ,          -,          -,          -,83,0,83
2006,Maine                                        ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,11,3,14
2006,Maine                                        ,Social Workers                                                                   ,          -,          -,          -,187,1,188
2006,Maine                                        ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,          -,          -,          -
2006,Maine                                        ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,26,2,27
2006,Maine                                        ,Orientation and Mobility Specialists                                             ,          -,          -,          -,          -,          -,          -
2006,Maryland                                     ,Special Education Teachers for Ages 3-5                                          ,523,84,607,          -,          -,          -
2006,Maryland                                     ,Special Education Teachers for Ages 6-21                                         ,"6,273.00","1,898.00","8,171.00",          -,          -,          -
2006,Maryland                                     ,Total Special Education Teachers                                                 ,"6,796.00","1,982.00","8,777.00",          -,          -,          -
2006,Maryland                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,503,45,548,          -,          -,          -
2006,Maryland                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"5,962.00","1,224.00","7,185.00",          -,          -,          -
2006,Maryland                                     ,Total Special Education Paraprofessionals                                        ,"6,465.00","1,269.00","7,734.00",          -,          -,          -
2006,Maryland                                     ,Audiologists                                                                     ,          -,          -,          -,29,0,29
2006,Maryland                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,249.00",91,"1,340.00"
2006,Maryland                                     ,Interpreters                                                                     ,          -,          -,          -,54,70,124
2006,Maryland                                     ,Psychologists                                                                    ,          -,          -,          -,442,19,461
2006,Maryland                                     ,Occupational Therapists                                                          ,          -,          -,          -,341,41,382
2006,Maryland                                     ,Physical Therapists                                                              ,          -,          -,          -,164,18,181
2006,Maryland                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,608,23,630
2006,Maryland                                     ,Social Workers                                                                   ,          -,          -,          -,525,4,529
2006,Maryland                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,149,8,157
2006,Maryland                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,177,13,190
2006,Maryland                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,13,1,14
2006,Massachusetts                                ,Special Education Teachers for Ages 3-5                                          ,"1,163.00",58,"1,220.00",          -,          -,          -
2006,Massachusetts                                ,Special Education Teachers for Ages 6-21                                         ,"7,632.00",998,"8,630.00",          -,          -,          -
2006,Massachusetts                                ,Total Special Education Teachers                                                 ,"8,794.00","1,056.00","9,851.00",          -,          -,          -
2006,Massachusetts                                ,Special Education Paraprofessionals for Ages 3-5                                 ,587,"1,191.00","1,778.00",          -,          -,          -
2006,Massachusetts                                ,Special Education Paraprofessionals for Ages 6-21                                ,"1,850.00","10,821.00","12,671.00",          -,          -,          -
2006,Massachusetts                                ,Total Special Education Paraprofessionals                                        ,"2,437.00","12,012.00","14,449.00",          -,          -,          -
2006,Massachusetts                                ,Audiologists                                                                     ,          -,          -,          -,0,7,7
2006,Massachusetts                                ,Speech-Language Pathologists                                                     ,          -,          -,          -,0,577,577
2006,Massachusetts                                ,Interpreters                                                                     ,          -,          -,          -,0,25,25
2006,Massachusetts                                ,Psychologists                                                                    ,          -,          -,          -,245,6,251
2006,Massachusetts                                ,Occupational Therapists                                                          ,          -,          -,          -,0,465,465
2006,Massachusetts                                ,Physical Therapists                                                              ,          -,          -,          -,0,174,174
2006,Massachusetts                                ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,"2,312.00",80,"2,393.00"
2006,Massachusetts                                ,Social Workers                                                                   ,          -,          -,          -,62,6,68
2006,Massachusetts                                ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,34,1,35
2006,Massachusetts                                ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,17,4,21
2006,Massachusetts                                ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,2,2
2006,Michigan                                     ,Special Education Teachers for Ages 3-5                                          ,935,19,954,          -,          -,          -
2006,Michigan                                     ,Special Education Teachers for Ages 6-21                                         ,"12,675.00",316,"12,991.00",          -,          -,          -
2006,Michigan                                     ,Total Special Education Teachers                                                 ,"13,610.00",335,"13,945.00",          -,          -,          -
2006,Michigan                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,897,10,906,          -,          -,          -
2006,Michigan                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"8,669.00",323,"8,992.00",          -,          -,          -
2006,Michigan                                     ,Total Special Education Paraprofessionals                                        ,"9,566.00",332,"9,898.00",          -,          -,          -
2006,Michigan                                     ,Audiologists                                                                     ,          -,          -,          -,14,0,14
2006,Michigan                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,598,0,598
2006,Michigan                                     ,Interpreters                                                                     ,          -,          -,          -,77,0,77
2006,Michigan                                     ,Psychologists                                                                    ,          -,          -,          -,596,0,596
2006,Michigan                                     ,Occupational Therapists                                                          ,          -,          -,          -,269,0,269
2006,Michigan                                     ,Physical Therapists                                                              ,          -,          -,          -,110,0,110
2006,Michigan                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,65,0,65
2006,Michigan                                     ,Social Workers                                                                   ,          -,          -,          -,953,0,953
2006,Michigan                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,47,0,47
2006,Michigan                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,11,0,11
2006,Michigan                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,19,0,19
2006,Minnesota                                    ,Special Education Teachers for Ages 3-5                                          ,371,12,383,          -,          -,          -
2006,Minnesota                                    ,Special Education Teachers for Ages 6-21                                         ,"7,943.00",533,"8,476.00",          -,          -,          -
2006,Minnesota                                    ,Total Special Education Teachers                                                 ,"8,314.00",545,"8,859.00",          -,          -,          -
2006,Minnesota                                    ,Special Education Paraprofessionals for Ages 3-5                                 ,1,0,1,          -,          -,          -
2006,Minnesota                                    ,Special Education Paraprofessionals for Ages 6-21                                ,"9,994.00",0,"9,994.00",          -,          -,          -
2006,Minnesota                                    ,Total Special Education Paraprofessionals                                        ,"9,995.00",0,"9,995.00",          -,          -,          -
2006,Minnesota                                    ,Audiologists                                                                     ,          -,          -,          -,52,0,52
2006,Minnesota                                    ,Speech-Language Pathologists                                                     ,          -,          -,          -,"1,682.00",5,"1,687.00"
2006,Minnesota                                    ,Interpreters                                                                     ,          -,          -,          -,0,194,194
2006,Minnesota                                    ,Psychologists                                                                    ,          -,          -,          -,636,1,637
2006,Minnesota                                    ,Occupational Therapists                                                          ,          -,          -,          -,534,0,534
2006,Minnesota                                    ,Physical Therapists                                                              ,          -,          -,          -,172,0,172
2006,Minnesota                                    ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,392,5,396
2006,Minnesota                                    ,Social Workers                                                                   ,          -,          -,          -,789,0,789
2006,Minnesota                                    ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,155,120,275
2006,Minnesota                                    ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,36,0,36
2006,Minnesota                                    ,Orientation and Mobility Specialists                                             ,          -,          -,          -,0,6,6
2006,Mississippi                                  ,Special Education Teachers for Ages 3-5                                          ,0,0,0,          -,          -,          -
2006,Mississippi                                  ,Special Education Teachers for Ages 6-21                                         ,853,271,"1,124.00",          -,          -,          -
2006,Mississippi                                  ,Total Special Education Teachers                                                 ,853,271,"1,124.00",          -,          -,          -
2006,Mississippi                                  ,Special Education Paraprofessionals for Ages 3-5                                 ,0,0,0,          -,          -,          -
2006,Mississippi                                  ,Special Education Paraprofessionals for Ages 6-21                                ,"1,670.00",0,"1,670.00",          -,          -,          -
2006,Mississippi                                  ,Total Special Education Paraprofessionals                                        ,"1,670.00",0,"1,670.00",          -,          -,          -
2006,Mississippi                                  ,Audiologists                                                                     ,          -,          -,          -,0,1,1
2006,Mississippi                                  ,Speech-Language Pathologists                                                     ,          -,          -,          -,379,93,472
2006,Mississippi                                  ,Interpreters                                                                     ,          -,          -,          -,45,0,45
2006,Mississippi                                  ,Psychologists                                                                    ,          -,          -,          -,18,2,20
2006,Mississippi                                  ,Occupational Therapists                                                          ,          -,          -,          -,22,0,22
2006,Mississippi                                  ,Physical Therapists                                                              ,          -,          -,          -,0,14,14
2006,Mississippi                                  ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,710,145,855
2006,Mississippi                                  ,Social Workers                                                                   ,          -,          -,          -,6,0,6
2006,Mississippi                                  ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,343,0,343
2006,Mississippi                                  ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,15,0,15
2006,Mississippi                                  ,Orientation and Mobility Specialists                                             ,          -,          -,          -,6,0,6
2006,Missouri                                     ,Special Education Teachers for Ages 3-5                                          ,798,23,822,          -,          -,          -
2006,Missouri                                     ,Special Education Teachers for Ages 6-21                                         ,"8,949.00",206,"9,155.00",          -,          -,          -
2006,Missouri                                     ,Total Special Education Teachers                                                 ,"9,747.00",230,"9,977.00",          -,          -,          -
2006,Missouri                                     ,Special Education Paraprofessionals for Ages 3-5                                 ,725,0,725,          -,          -,          -
2006,Missouri                                     ,Special Education Paraprofessionals for Ages 6-21                                ,"7,604.00",0,"7,604.00",          -,          -,          -
2006,Missouri                                     ,Total Special Education Paraprofessionals                                        ,"8,329.00",0,"8,329.00",          -,          -,          -
2006,Missouri                                     ,Audiologists                                                                     ,          -,          -,          -,16,0,16
2006,Missouri                                     ,Speech-Language Pathologists                                                     ,          -,          -,          -,81,1,82
2006,Missouri                                     ,Interpreters                                                                     ,          -,          -,          -,172,0,172
2006,Missouri                                     ,Psychologists                                                                    ,          -,          -,          -,130,8,138
2006,Missouri                                     ,Occupational Therapists                                                          ,          -,          -,          -,276,0,276
2006,Missouri                                     ,Physical Therapists                                                              ,          -,          -,          -,94,0,94
2006,Missouri                                     ,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          -,          -,          -,6,1,7
2006,Missouri                                     ,Social Workers                                                                   ,          -,          -,          -,127,0,127
2006,Missouri                                     ,Medical/Nursing Service Staff                                                    ,          -,          -,          -,97,0,97
2006,Missouri                                     ,Counselors and Rehabilitation Counselors                                         ,          -,          -,          -,2,0,2
2006,Missouri                                     ,Orientation and Mobility Specialists                                             ,          -,          -,          -,5,2,7
2006,Montana                                      ,Special Education Teachers for Ages 3-5                                          ,93,2,95,          -,          -,          -
2006,Montana                                      ,Special Education Teachers for Ages 6-21                                         ,808,18,826,          -,          -,          -
2006,Montana                                      ,Total Special Education Teachers                                                 ,901,20,920,          -,          -,          -
2006,Montana                                      ,Special Education Paraprofessionals for Ages 3-5                                 ,122,0,122,          -,          -,          -
2006,Montana                                      ,Special Education Paraprofessionals for Ages 6-21                                ,"1,064.00",0,"1,064.00",          -,          -,          -
2006,Montana                                      ,Total Special Education Paraprofessionals                                        ,"1,186.00",0,"1,186.00",          -,          -,          -
