Year,State,Nation_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers (Highly Qualified)/Paraprofessionals (Qualified)","Teachers (Not Highly Qualified)/Paraprofessionals (Not Qualified)",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total
2011,Hawaii,,15,4,9,Special Education Teachers for Ages 6-21,1575,201,1776,N/A,N/A,N/A
2011,Hawaii,,15,4,9,Total Special Education Paraprofessionals,2159,18,2177,N/A,N/A,N/A
2011,Hawaii,,15,4,9,Total Special Education Teachers,1804,218,2022,N/A,N/A,N/A
2011,Idaho,,16,4,8,Audiologists,N/A,N/A,N/A,4.2,0,4.2
2011,Idaho,,16,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,N/A,N/A,N/A
2011,Idaho,,16,4,8,Interpreters,N/A,N/A,N/A,0,36.49,36.49
2011,Idaho,,16,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,106.49,1.28,107.77
2011,Idaho,,16,4,8,Occupational Therapists,N/A,N/A,N/A,0,18.42,18.42
2011,Idaho,,16,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Idaho,,16,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,0,0,0
2011,Idaho,,16,4,8,Physical Therapists,N/A,N/A,N/A,0,3.3,3.3
2011,Idaho,,16,4,8,Psychologists,N/A,N/A,N/A,181.42,5.02,186.44
2011,Idaho,,16,4,8,Social Workers,N/A,N/A,N/A,N/A,N/A,N/A
2011,Idaho,,16,4,8,Speech-Language Pathologists,N/A,N/A,N/A,154.4,2.38,156.78
2011,Idaho,,16,4,8,Special Education Paraprofessionals for Ages 3-5,0,0,0,N/A,N/A,N/A
2011,Idaho,,16,4,8,Special Education Paraprofessionals for Ages 6-21,0,0,0,N/A,N/A,N/A
2011,Idaho,,16,4,8,Special Education Teachers for Ages 3-5,25.26,1.69,26.95,N/A,N/A,N/A
2011,Idaho,,16,4,8,Special Education Teachers for Ages 6-21,686.29,84.49,770.78,N/A,N/A,N/A
2011,Idaho,,16,4,8,Total Special Education Paraprofessionals,0,0,0,N/A,N/A,N/A
2011,Idaho,,16,4,8,Total Special Education Teachers,711.55,86.18,797.73,N/A,N/A,N/A
2011,Illinois,,17,2,3,Audiologists,N/A,N/A,N/A,35.14,0,35.14
2011,Illinois,,17,2,3,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,501.82,0,501.82
2011,Illinois,,17,2,3,Interpreters,N/A,N/A,N/A,200.38,0,200.38
2011,Illinois,,17,2,3,Medical/Nursing Service Staff,N/A,N/A,N/A,661.46,0,661.46
2011,Illinois,,17,2,3,Occupational Therapists,N/A,N/A,N/A,979.82,0,979.82
2011,Illinois,,17,2,3,Orientation and Mobility Specialists,N/A,N/A,N/A,24.78,0,24.78
2011,Illinois,,17,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,206.61,0,206.61
2011,Illinois,,17,2,3,Physical Therapists,N/A,N/A,N/A,364.72,0,364.72
2011,Illinois,,17,2,3,Psychologists,N/A,N/A,N/A,2067.84,0,2067.84
2011,Illinois,,17,2,3,Social Workers,N/A,N/A,N/A,3365.69,0,3365.69
2011,Illinois,,17,2,3,Speech-Language Pathologists,N/A,N/A,N/A,3656.06,0,3656.06
2011,Illinois,,17,2,3,Special Education Paraprofessionals for Ages 3-5,3409.27,0,3409.27,N/A,N/A,N/A
2011,Illinois,,17,2,3,Special Education Paraprofessionals for Ages 6-21,32515.87,0,32515.87,N/A,N/A,N/A
2011,Illinois,,17,2,3,Special Education Teachers for Ages 3-5,1504.08,2,1506.08,N/A,N/A,N/A
2011,Illinois,,17,2,3,Special Education Teachers for Ages 6-21,20237.35,3.75,20241.1,N/A,N/A,N/A
2011,Illinois,,17,2,3,Total Special Education Paraprofessionals,35925.14,0,35925.14,N/A,N/A,N/A
2011,Illinois,,17,2,3,Total Special Education Teachers,21741.43,5.75,21747.18,N/A,N/A,N/A
2011,Indiana,,18,2,3,Audiologists,N/A,N/A,N/A,20.9,0,20.9
2011,Indiana,,18,2,3,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,168.3,0,168.3
2011,Indiana,,18,2,3,Interpreters,N/A,N/A,N/A,275.7,0,275.7
2011,Indiana,,18,2,3,Medical/Nursing Service Staff,N/A,N/A,N/A,168.4,0,168.4
2011,Indiana,,18,2,3,Occupational Therapists,N/A,N/A,N/A,299.3,0,299.3
2011,Indiana,,18,2,3,Orientation and Mobility Specialists,N/A,N/A,N/A,32.1,0,32.1
2011,Indiana,,18,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,22,0,22
2011,Indiana,,18,2,3,Physical Therapists,N/A,N/A,N/A,139.8,0,139.8
2011,Indiana,,18,2,3,Psychologists,N/A,N/A,N/A,480.9,0,480.9
2011,Indiana,,18,2,3,Social Workers,N/A,N/A,N/A,223.3,0,223.3
2011,Indiana,,18,2,3,Speech-Language Pathologists,N/A,N/A,N/A,923.8,0,923.8
2011,Indiana,,18,2,3,Special Education Paraprofessionals for Ages 3-5,705.7,0,705.7,N/A,N/A,N/A
2011,Indiana,,18,2,3,Special Education Paraprofessionals for Ages 6-21,8941.2,0,8941.2,N/A,N/A,N/A
2011,Indiana,,18,2,3,Special Education Teachers for Ages 3-5,18.2,0,18.2,N/A,N/A,N/A
2011,Indiana,,18,2,3,Special Education Teachers for Ages 6-21,1297.02,48.58,1345.6,N/A,N/A,N/A
2011,Indiana,,18,2,3,Total Special Education Paraprofessionals,9646.9,0,9646.9,N/A,N/A,N/A
2011,Indiana,,18,2,3,Total Special Education Teachers,1315.22,48.58,1363.8,N/A,N/A,N/A
2011,Iowa,,19,2,4,Audiologists,N/A,N/A,N/A,42.03,0,42.03
2011,Iowa,,19,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,8.25,0,8.25
2011,Iowa,,19,2,4,Interpreters,N/A,N/A,N/A,152.02,0,152.02
2011,Iowa,,19,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,53.29,0,53.29
2011,Iowa,,19,2,4,Occupational Therapists,N/A,N/A,N/A,70.24,0,70.24
2011,Iowa,,19,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,11.47,0,11.47
2011,Iowa,,19,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,12.49,0,12.49
2011,Iowa,,19,2,4,Physical Therapists,N/A,N/A,N/A,44.08,0,44.08
2011,Iowa,,19,2,4,Psychologists,N/A,N/A,N/A,275.91,0,275.91
2011,Iowa,,19,2,4,Social Workers,N/A,N/A,N/A,203.28,0,203.28
2011,Iowa,,19,2,4,Speech-Language Pathologists,N/A,N/A,N/A,457.82,0,457.82
2011,Iowa,,19,2,4,Special Education Paraprofessionals for Ages 3-5,974.94,0,974.94,N/A,N/A,N/A
2011,Iowa,,19,2,4,Special Education Paraprofessionals for Ages 6-21,8283.39,0,8283.39,N/A,N/A,N/A
2011,Iowa,,19,2,4,Special Education Teachers for Ages 3-5,560.66,0,560.66,N/A,N/A,N/A
2011,Iowa,,19,2,4,Special Education Teachers for Ages 6-21,5355.05,0,5355.05,N/A,N/A,N/A
2011,Iowa,,19,2,4,Total Special Education Paraprofessionals,9258.33,0,9258.33,N/A,N/A,N/A
2011,Iowa,,19,2,4,Total Special Education Teachers,5915.71,0,5915.71,N/A,N/A,N/A
2011,Kansas,,20,2,4,Audiologists,N/A,N/A,N/A,24.73,0,24.73
2011,Kansas,,20,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,30.26,0,30.26
2011,Kansas,,20,2,4,Interpreters,N/A,N/A,N/A,85.47,0,85.47
2011,Kansas,,20,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,96.64,0,96.64
2011,Kansas,,20,2,4,Occupational Therapists,N/A,N/A,N/A,232.83,0,232.83
2011,Kansas,,20,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,2.13,0,2.13
2011,Kansas,,20,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,48.78,0,48.78
2011,Kansas,,20,2,4,Physical Therapists,N/A,N/A,N/A,103.79,0,103.79
2011,Kansas,,20,2,4,Psychologists,N/A,N/A,N/A,514.43,0,514.43
2011,Kansas,,20,2,4,Social Workers,N/A,N/A,N/A,291.9,0,291.9
2011,Kansas,,20,2,4,Speech-Language Pathologists,N/A,N/A,N/A,894.83,0,894.83
2011,Kansas,,20,2,4,Special Education Paraprofessionals for Ages 3-5,939.68,0,939.68,N/A,N/A,N/A
2011,Kansas,,20,2,4,Special Education Paraprofessionals for Ages 6-21,11000.71,0,11000.71,N/A,N/A,N/A
2011,Kansas,,20,2,4,Special Education Teachers for Ages 3-5,505.52,0,505.52,N/A,N/A,N/A
2011,Kansas,,20,2,4,Special Education Teachers for Ages 6-21,2874.66,1209.3,4083.96,N/A,N/A,N/A
2011,Kansas,,20,2,4,Total Special Education Paraprofessionals,11940.39,0,11940.39,N/A,N/A,N/A
2011,Kansas,,20,2,4,Total Special Education Teachers,3380.18,1209.3,4589.48,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Audiologists,N/A,N/A,N/A,5.3,0,5.3
2011,Kentucky,,21,3,6,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,79.31,0,79.31
2011,Kentucky,,21,3,6,Interpreters,N/A,N/A,N/A,108.8,2,110.8
2011,Kentucky,,21,3,6,Medical/Nursing Service Staff,N/A,N/A,N/A,150.4,0,150.4
2011,Kentucky,,21,3,6,Occupational Therapists,N/A,N/A,N/A,250.96,4.2,255.16
2011,Kentucky,,21,3,6,Orientation and Mobility Specialists,N/A,N/A,N/A,29.75,0,29.75
2011,Kentucky,,21,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,46.8,0,46.8
2011,Kentucky,,21,3,6,Physical Therapists,N/A,N/A,N/A,128.11,0.7,128.81
2011,Kentucky,,21,3,6,Psychologists,N/A,N/A,N/A,386.83,8,394.83
2011,Kentucky,,21,3,6,Social Workers,N/A,N/A,N/A,20.3,0,20.3
2011,Kentucky,,21,3,6,Speech-Language Pathologists,N/A,N/A,N/A,1079.42,33.5,1112.92
2011,Kentucky,,21,3,6,Special Education Paraprofessionals for Ages 3-5,579.54,3.8,583.34,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Special Education Paraprofessionals for Ages 6-21,5361.2,25,5386.2,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Special Education Teachers for Ages 3-5,407.93,8.7,416.63,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Special Education Teachers for Ages 6-21,6437.16,141.38,6578.54,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Total Special Education Paraprofessionals,5940.74,28.8,5969.54,N/A,N/A,N/A
2011,Kentucky,,21,3,6,Total Special Education Teachers,6845.09,150.08,6995.17,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Audiologists,N/A,N/A,N/A,21.4,2,23.4
2011,Louisiana,,22,3,7,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,56.75,6.23,62.98
2011,Louisiana,,22,3,7,Interpreters,N/A,N/A,N/A,54.64,23.18,77.82
2011,Louisiana,,22,3,7,Medical/Nursing Service Staff,N/A,N/A,N/A,86.5,5,91.5
2011,Louisiana,,22,3,7,Occupational Therapists,N/A,N/A,N/A,172.3,25.18,197.48
2011,Louisiana,,22,3,7,Orientation and Mobility Specialists,N/A,N/A,N/A,5.2,3,8.2
2011,Louisiana,,22,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,352.52,11.46,363.98
2011,Louisiana,,22,3,7,Physical Therapists,N/A,N/A,N/A,80.89,8,88.89
2011,Louisiana,,22,3,7,Psychologists,N/A,N/A,N/A,247.44,1.25,248.69
2011,Louisiana,,22,3,7,Social Workers,N/A,N/A,N/A,187.86,2.57,190.43
2011,Louisiana,,22,3,7,Speech-Language Pathologists,N/A,N/A,N/A,1277.46,19,1296.46
2011,Louisiana,,22,3,7,Special Education Paraprofessionals for Ages 3-5,509.09,30.5,539.59,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Special Education Paraprofessionals for Ages 6-21,5963.88,342.74,6306.62,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Special Education Teachers for Ages 3-5,614.09,10.14,624.23,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Special Education Teachers for Ages 6-21,5199.53,231.36,5430.89,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Total Special Education Paraprofessionals,6472.97,373.24,6846.21,N/A,N/A,N/A
2011,Louisiana,,22,3,7,Total Special Education Teachers,5813.62,241.5,6055.12,N/A,N/A,N/A
2011,Maine,,23,1,1,Audiologists,N/A,N/A,N/A,26.33,0,26.33
2011,Maine,,23,1,1,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,24.81,8.2,33.01
2011,Maine,,23,1,1,Interpreters,N/A,N/A,N/A,32.43,1,33.43
2011,Maine,,23,1,1,Medical/Nursing Service Staff,N/A,N/A,N/A,38.22,14.17,52.39
2011,Maine,,23,1,1,Occupational Therapists,N/A,N/A,N/A,179.28,9,188.28
2011,Maine,,23,1,1,Orientation and Mobility Specialists,N/A,N/A,N/A,2.56,0,2.56
2011,Maine,,23,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,12.56,0,12.56
2011,Maine,,23,1,1,Physical Therapists,N/A,N/A,N/A,64.26,2,66.26
2011,Maine,,23,1,1,Psychologists,N/A,N/A,N/A,155.8,1,156.8
2011,Maine,,23,1,1,Social Workers,N/A,N/A,N/A,229.34,12,241.34
2011,Maine,,23,1,1,Speech-Language Pathologists,N/A,N/A,N/A,347.06,14.8,361.86
2011,Maine,,23,1,1,Special Education Paraprofessionals for Ages 3-5,95.41,0,95.41,N/A,N/A,N/A
2011,Maine,,23,1,1,Special Education Paraprofessionals for Ages 6-21,3733.34,194,3927.34,N/A,N/A,N/A
2011,Maine,,23,1,1,Special Education Teachers for Ages 3-5,67.69,0,67.69,N/A,N/A,N/A
2011,Maine,,23,1,1,Special Education Teachers for Ages 6-21,1665.49,159.13,1824.62,N/A,N/A,N/A
2011,Maine,,23,1,1,Total Special Education Paraprofessionals,3828.75,194,4022.75,N/A,N/A,N/A
2011,Maine,,23,1,1,Total Special Education Teachers,1733.18,159.13,1892.31,N/A,N/A,N/A
2011,Maryland,,24,3,5,Audiologists,N/A,N/A,N/A,34.51,0,34.51
2011,Maryland,,24,3,5,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,204.5,3,207.5
2011,Maryland,,24,3,5,Interpreters,N/A,N/A,N/A,101.81,0,101.81
2011,Maryland,,24,3,5,Medical/Nursing Service Staff,N/A,N/A,N/A,205.27,0,205.27
2011,Maryland,,24,3,5,Occupational Therapists,N/A,N/A,N/A,450.15,1,451.15
2011,Maryland,,24,3,5,Orientation and Mobility Specialists,N/A,N/A,N/A,33.6,0,33.6
2011,Maryland,,24,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,509.9,11.7,521.6
2011,Maryland,,24,3,5,Physical Therapists,N/A,N/A,N/A,202.68,0.2,202.88
2011,Maryland,,24,3,5,Psychologists,N/A,N/A,N/A,427.14,8,435.14
2011,Maryland,,24,3,5,Social Workers,N/A,N/A,N/A,457.47,33,490.47
2011,Maryland,,24,3,5,Speech-Language Pathologists,N/A,N/A,N/A,1396.7,10,1406.7
2011,Maryland,,24,3,5,Special Education Paraprofessionals for Ages 3-5,519.25,0,519.25,N/A,N/A,N/A
2011,Maryland,,24,3,5,Special Education Paraprofessionals for Ages 6-21,7976.33,0,7976.33,N/A,N/A,N/A
2011,Maryland,,24,3,5,Special Education Teachers for Ages 3-5,532.4,25.5,557.9,N/A,N/A,N/A
2011,Maryland,,24,3,5,Special Education Teachers for Ages 6-21,7711.77,1077.4,8789.17,N/A,N/A,N/A
2011,Maryland,,24,3,5,Total Special Education Paraprofessionals,8495.58,0,8495.58,N/A,N/A,N/A
2011,Maryland,,24,3,5,Total Special Education Teachers,8244.17,1102.9,9347.07,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Audiologists,N/A,N/A,N/A,11.07,0,11.07
2011,Massachusetts,,25,1,1,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,389.32,21.18,410.5
2011,Massachusetts,,25,1,1,Interpreters,N/A,N/A,N/A,61.97,0,61.97
2011,Massachusetts,,25,1,1,Medical/Nursing Service Staff,N/A,N/A,N/A,76.28,37.64,113.92
2011,Massachusetts,,25,1,1,Occupational Therapists,N/A,N/A,N/A,762.45,0,762.45
2011,Massachusetts,,25,1,1,Orientation and Mobility Specialists,N/A,N/A,N/A,34.75,0,34.75
2011,Massachusetts,,25,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,55.24,0.25,55.49
2011,Massachusetts,,25,1,1,Physical Therapists,N/A,N/A,N/A,222.45,0,222.45
2011,Massachusetts,,25,1,1,Psychologists,N/A,N/A,N/A,669.84,17.64,687.48
2011,Massachusetts,,25,1,1,Social Workers,N/A,N/A,N/A,135.75,31.58,167.33
2011,Massachusetts,,25,1,1,Speech-Language Pathologists,N/A,N/A,N/A,1747.48,0,1747.48
2011,Massachusetts,,25,1,1,Special Education Paraprofessionals for Ages 3-5,2781.9,95.41,2877.31,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Special Education Paraprofessionals for Ages 6-21,13053.78,303.16,13356.94,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Special Education Teachers for Ages 3-5,1176.75,27.8,1204.55,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Special Education Teachers for Ages 6-21,7319.47,300.8,7620.27,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Total Special Education Paraprofessionals,15835.68,398.57,16234.25,N/A,N/A,N/A
2011,Massachusetts,,25,1,1,Total Special Education Teachers,8496.22,328.6,8824.82,N/A,N/A,N/A
2011,Michigan,,26,2,3,Audiologists,N/A,N/A,N/A,28.8,0,28.8
2011,Michigan,,26,2,3,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,6.6,0,6.6
2011,Michigan,,26,2,3,Interpreters,N/A,N/A,N/A,139.57,0,139.57
2011,Michigan,,26,2,3,Medical/Nursing Service Staff,N/A,N/A,N/A,138.23,0,138.23
2011,Michigan,,26,2,3,Occupational Therapists,N/A,N/A,N/A,400.71,0,400.71
2011,Michigan,,26,2,3,Orientation and Mobility Specialists,N/A,N/A,N/A,26.51,0,26.51
2011,Michigan,,26,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,80.27,0,80.27
2011,Michigan,,26,2,3,Physical Therapists,N/A,N/A,N/A,147,0,147
2011,Michigan,,26,2,3,Psychologists,N/A,N/A,N/A,739.26,0,739.26
2011,Michigan,,26,2,3,Social Workers,N/A,N/A,N/A,1125.88,0,1125.88
2011,Michigan,,26,2,3,Speech-Language Pathologists,N/A,N/A,N/A,2037.8,0,2037.8
2011,Michigan,,26,2,3,Special Education Paraprofessionals for Ages 3-5,769.96,N/A,769.96,N/A,N/A,N/A
2011,Michigan,,26,2,3,Special Education Paraprofessionals for Ages 6-21,10104.13,N/A,10104.13,N/A,N/A,N/A
2011,Michigan,,26,2,3,Special Education Teachers for Ages 3-5,746.01,1.5,747.51,N/A,N/A,N/A
2011,Michigan,,26,2,3,Special Education Teachers for Ages 6-21,12114.54,36.46,12151,N/A,N/A,N/A
2011,Michigan,,26,2,3,Total Special Education Paraprofessionals,10874.09,N/A,10874.09,N/A,N/A,N/A
2011,Michigan,,26,2,3,Total Special Education Teachers,12860.55,37.96,12898.51,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Audiologists,N/A,N/A,N/A,33.47,0,33.47
2011,Minnesota,,27,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,47.86,0,47.86
2011,Minnesota,,27,2,4,Interpreters,N/A,N/A,N/A,164.47,0,164.47
2011,Minnesota,,27,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,344.01,0,344.01
2011,Minnesota,,27,2,4,Occupational Therapists,N/A,N/A,N/A,552.82,0,552.82
2011,Minnesota,,27,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,7.64,0,7.64
2011,Minnesota,,27,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,362.7,0,362.7
2011,Minnesota,,27,2,4,Physical Therapists,N/A,N/A,N/A,162.82,0,162.82
2011,Minnesota,,27,2,4,Psychologists,N/A,N/A,N/A,679.84,0,679.84
2011,Minnesota,,27,2,4,Social Workers,N/A,N/A,N/A,682.51,0,682.51
2011,Minnesota,,27,2,4,Speech-Language Pathologists,N/A,N/A,N/A,1714.35,0,1714.35
2011,Minnesota,,27,2,4,Special Education Paraprofessionals for Ages 3-5,1446.59,0,1446.59,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Special Education Paraprofessionals for Ages 6-21,10189.48,0,10189.48,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Special Education Teachers for Ages 3-5,714.97,26.93,741.9,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Special Education Teachers for Ages 6-21,7416.05,299.69,7715.74,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Total Special Education Paraprofessionals,11636.07,0,11636.07,N/A,N/A,N/A
2011,Minnesota,,27,2,4,Total Special Education Teachers,8131.02,326.62,8457.64,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Audiologists,N/A,N/A,N/A,2.89,0.02,2.91
2011,Mississippi,,28,3,6,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,31.89,13.89,45.78
2011,Mississippi,,28,3,6,Interpreters,N/A,N/A,N/A,38.45,0,38.45
2011,Mississippi,,28,3,6,Medical/Nursing Service Staff,N/A,N/A,N/A,398.96,5.5,404.46
2011,Mississippi,,28,3,6,Occupational Therapists,N/A,N/A,N/A,95.11,0,95.11
2011,Mississippi,,28,3,6,Orientation and Mobility Specialists,N/A,N/A,N/A,1.47,3.02,4.49
2011,Mississippi,,28,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,1323.3,3.9,1327.2
2011,Mississippi,,28,3,6,Physical Therapists,N/A,N/A,N/A,83.47,0,83.47
2011,Mississippi,,28,3,6,Psychologists,N/A,N/A,N/A,48.84,8.59,57.43
2011,Mississippi,,28,3,6,Social Workers,N/A,N/A,N/A,111.01,4.83,115.84
2011,Mississippi,,28,3,6,Speech-Language Pathologists,N/A,N/A,N/A,676.5,22.22,698.72
2011,Mississippi,,28,3,6,Special Education Paraprofessionals for Ages 3-5,0,0,0,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Special Education Paraprofessionals for Ages 6-21,1507.7,0,1507.7,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Special Education Teachers for Ages 3-5,165.5,33.5,199,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Special Education Teachers for Ages 6-21,4111.2,33.5,4144.7,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Total Special Education Paraprofessionals,1507.7,0,1507.7,N/A,N/A,N/A
2011,Mississippi,,28,3,6,Total Special Education Teachers,4276.7,67,4343.7,N/A,N/A,N/A
2011,Missouri,,29,2,4,Audiologists,N/A,N/A,N/A,10.9,0,10.9
2011,Missouri,,29,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,1.45,0.03,1.48
2011,Missouri,,29,2,4,Interpreters,N/A,N/A,N/A,135.41,1,136.41
2011,Missouri,,29,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,92.4,0,92.4
2011,Missouri,,29,2,4,Occupational Therapists,N/A,N/A,N/A,351.51,0,351.51
2011,Missouri,,29,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,6.71,0,6.71
2011,Missouri,,29,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,14.49,0.69,15.18
2011,Missouri,,29,2,4,Physical Therapists,N/A,N/A,N/A,112.75,0.1,112.85
2011,Missouri,,29,2,4,Psychologists,N/A,N/A,N/A,169.35,2.15,171.5
2011,Missouri,,29,2,4,Social Workers,N/A,N/A,N/A,107.71,3.56,111.27
2011,Missouri,,29,2,4,Speech-Language Pathologists,N/A,N/A,N/A,123.85,2.46,126.31
2011,Missouri,,29,2,4,Special Education Paraprofessionals for Ages 3-5,1021.79,0.24,1022.03,N/A,N/A,N/A
2011,Missouri,,29,2,4,Special Education Paraprofessionals for Ages 6-21,7890.75,83.6,7974.35,N/A,N/A,N/A
2011,Missouri,,29,2,4,Special Education Teachers for Ages 3-5,986.69,43.51,1030.2,N/A,N/A,N/A
2011,Missouri,,29,2,4,Special Education Teachers for Ages 6-21,7719.73,302.08,8021.81,N/A,N/A,N/A
2011,Missouri,,29,2,4,Total Special Education Paraprofessionals,8912.54,83.84,8996.38,N/A,N/A,N/A
2011,Missouri,,29,2,4,Total Special Education Teachers,8706.42,345.59,9052.01,N/A,N/A,N/A
2011,Montana,,30,4,8,Audiologists,N/A,N/A,N/A,3.27,0,3.27
2011,Montana,,30,4,8,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,18.12,0,18.12
2011,Montana,,30,4,8,Interpreters,N/A,N/A,N/A,29.48,0,29.48
2011,Montana,,30,4,8,Medical/Nursing Service Staff,N/A,N/A,N/A,26.38,0,26.38
2011,Montana,,30,4,8,Occupational Therapists,N/A,N/A,N/A,31.64,0,31.64
2011,Montana,,30,4,8,Orientation and Mobility Specialists,N/A,N/A,N/A,2.52,0,2.52
2011,Montana,,30,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,9.25,0,9.25
2011,Montana,,30,4,8,Physical Therapists,N/A,N/A,N/A,20.78,0,20.78
2011,Montana,,30,4,8,Psychologists,N/A,N/A,N/A,88.27,0,88.27
2011,Montana,,30,4,8,Social Workers,N/A,N/A,N/A,16.05,0,16.05
2011,Montana,,30,4,8,Speech-Language Pathologists,N/A,N/A,N/A,183.08,0,183.08
2011,Montana,,30,4,8,Special Education Paraprofessionals for Ages 3-5,49.78,0,49.78,N/A,N/A,N/A
2011,Montana,,30,4,8,Special Education Paraprofessionals for Ages 6-21,1188.71,0,1188.71,N/A,N/A,N/A
2011,Montana,,30,4,8,Special Education Teachers for Ages 3-5,50.69,0.04,50.73,N/A,N/A,N/A
2011,Montana,,30,4,8,Special Education Teachers for Ages 6-21,824.45,3.3,827.75,N/A,N/A,N/A
2011,Montana,,30,4,8,Total Special Education Paraprofessionals,1238.49,0,1238.49,N/A,N/A,N/A
2011,Montana,,30,4,8,Total Special Education Teachers,875.14,3.34,878.48,N/A,N/A,N/A
2011,Nebraska,,31,2,4,Audiologists,N/A,N/A,N/A,8.9,0,8.9
2011,Nebraska,,31,2,4,Counselors and Rehabilitation Counselors,N/A,N/A,N/A,820.65,1,821.65
2011,Nebraska,,31,2,4,Interpreters,N/A,N/A,N/A,43.81,4,47.81
2011,Nebraska,,31,2,4,Medical/Nursing Service Staff,N/A,N/A,N/A,234.3,4.5,238.8
2011,Nebraska,,31,2,4,Occupational Therapists,N/A,N/A,N/A,40.7,0.34,41.04
2011,Nebraska,,31,2,4,Orientation and Mobility Specialists,N/A,N/A,N/A,0,0,0
2011,Nebraska,,31,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,N/A,N/A,N/A,0,0,0
2011,Nebraska,,31,2,4,Physical Therapists,N/A,N/A,N/A,15.82,0,15.82
2011,Nebraska,,31,2,4,Psychologists,N/A,N/A,N/A,242.48,0.5,242.98
