Extraction Date:,6/6/2016,,,,,,,,
Updated:,,,,,,,,,
Revised:,,,,,,,,,
,,,,,,,,,
Year,State,Personnel Type,"Teachers Highly Qualified/Paraprofessionals Qualified","Teachers Not Highly Qualified/Paraprofessionals Not Qualified",Teachers/Paraprofessionals Total,Fully Certified,Not Fully Certified,Fully Certified/Not Fully Certified Total,
2014,Kansas,Counselors and Rehabilitation Counselors,-,-,-,39.09,-,39.09,
2014,Kansas,Interpreters,-,-,-,55.02,-,55.02,
2014,Kansas,Medical / Nursing Service Staff,-,-,-,110.37,-,110.37,
2014,Kansas,Occupational Therapists,-,-,-,242.68,-,242.68,
2014,Kansas,Orientation and Mobility Specialists,-,-,-,2.41,-,2.41,
2014,Kansas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,46.38,-,46.38,
2014,Kansas,Physical Therapists,-,-,-,112.75,-,112.75,
2014,Kansas,Psychologists,-,-,-,525.06,-,525.68,
2014,Kansas,Social Workers,-,-,-,310.2,-,310.2,
2014,Kansas,Speech-Language Pathologists,-,-,-,925.32,-,925.32,
2014,Kentucky,Special Education Paraprofessionals for Ages 3-5,578.24,2,580.24,-,-,-,
2014,Kentucky,Special Education Paraprofessionals for Ages 6-21,4811.37,3,4814.37,-,-,-,
2014,Kentucky,Total Special Education Paraprofessionals ,5389.61,5,5394.61,-,-,-,
2014,Kentucky,Special Education Teachers for Ages 3-5,438.16,5.56,443.72,-,-,-,
2014,Kentucky,Special Education Teachers for Ages 6-21,6155.05,106.21,6261.26,-,-,-,
2014,Kentucky,Total Special Education Teachers,6593.21,111.77,6704.98,-,-,-,
2014,Kentucky,Audiologists,-,-,-,5.9,0,5.9,
2014,Kentucky,Counselors and Rehabilitation Counselors,-,-,-,41.9,0,41.9,
2014,Kentucky,Interpreters,-,-,-,82.8,0,82.8,
2014,Kentucky,Medical / Nursing Service Staff,-,-,-,154.8,11,165.8,
2014,Kentucky,Occupational Therapists,-,-,-,253.66,5.9,259.56,
2014,Kentucky,Orientation and Mobility Specialists,-,-,-,34.9,0,34.9,
2014,Kentucky,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,19.6,0,19.6,
2014,Kentucky,Physical Therapists,-,-,-,125.4,5,130.4,
2014,Kentucky,Psychologists,-,-,-,377.5,0,377.5,
2014,Kentucky,Social Workers,-,-,-,10.6,0,10.6,
2014,Kentucky,Speech-Language Pathologists,-,-,-,1056.41,30.1,1086.51,
2014,Louisiana,Special Education Paraprofessionals for Ages 3-5,456.35,32.5,488.85,-,-,-,
2014,Louisiana,Special Education Paraprofessionals for Ages 6-21,5573.78,821.24,6395.02,-,-,-,
2014,Louisiana,Total Special Education Paraprofessionals ,6030.13,853.74,6883.87,-,-,-,
2014,Louisiana,Special Education Teachers for Ages 3-5,564.05,35.43,599.48,-,-,-,
2014,Louisiana,Special Education Teachers for Ages 6-21,4603.51,517.59,5121.1,-,-,-,
2014,Louisiana,Total Special Education Teachers,5167.56,553.02,5720.58,-,-,-,
2014,Louisiana,Audiologists,-,-,-,21.5,2,23.5,
2014,Louisiana,Counselors and Rehabilitation Counselors,-,-,-,87.69,18.55,106.24,
2014,Louisiana,Interpreters,-,-,-,41,19,60,
2014,Louisiana,Medical / Nursing Service Staff,-,-,-,84,19,103,
2014,Louisiana,Occupational Therapists,-,-,-,119.64,61,180.64,
2014,Louisiana,Orientation and Mobility Specialists,-,-,-,2.75,3,5.75,
2014,Louisiana,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,318.74,18.86,337.6,
2014,Louisiana,Physical Therapists,-,-,-,60.34,17.89,78.23,
2014,Louisiana,Psychologists,-,-,-,201.52,2,203.52,
2014,Louisiana,Social Workers,-,-,-,169.28,5.5,174.78,
2014,Louisiana,Speech-Language Pathologists,-,-,-,1264.86,34,1298.86,
2014,Maine,Special Education Paraprofessionals for Ages 3-5,44.94,0,44.94,-,-,-,
2014,Maine,Special Education Paraprofessionals for Ages 6-21,4324.32,129.56,4453.88,-,-,-,
2014,Maine,Total Special Education Paraprofessionals ,4369.26,129.56,4498.82,-,-,-,
2014,Maine,Special Education Teachers for Ages 3-5,56.9,0,56.9,-,-,-,
2014,Maine,Special Education Teachers for Ages 6-21,1814.42,121.27,1935.69,-,-,-,
2014,Maine,Total Special Education Teachers,1871.32,121.27,1992.59,-,-,-,
2014,Maine,Audiologists,-,-,-,11.58,0,11.58,
2014,Maine,Counselors and Rehabilitation Counselors,-,-,-,15.18,8,23.18,
2014,Maine,Interpreters,-,-,-,23.63,1,24.63,
2014,Maine,Medical / Nursing Service Staff,-,-,-,47.14,11,58.14,
2014,Maine,Occupational Therapists,-,-,-,275.03,3,278.03,
2014,Maine,Orientation and Mobility Specialists,-,-,-,2.1,0,2.1,
2014,Maine,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,10.01,0,10.01,
2014,Maine,Physical Therapists,-,-,-,95.08,0,95.08,
2014,Maine,Psychologists,-,-,-,195.53,1,196.53,
2014,Maine,Social Workers,-,-,-,225.51,8,233.51,
2014,Maine,Speech-Language Pathologists,-,-,-,417.1,7.4,424.5,
2014,Maryland,Special Education Paraprofessionals for Ages 3-5,587,0,587,-,-,-,
2014,Maryland,Special Education Paraprofessionals for Ages 6-21,7839.21,0,7839.21,-,-,-,
2014,Maryland,Total Special Education Paraprofessionals ,8426.21,0,8426.21,-,-,-,
2014,Maryland,Special Education Teachers for Ages 3-5,727.3,44.5,771.8,-,-,-,
2014,Maryland,Special Education Teachers for Ages 6-21,7890.68,636.84,8527.52,-,-,-,
2014,Maryland,Total Special Education Teachers,8617.98,681.34,9299.32,-,-,-,
2014,Maryland,Audiologists,-,-,-,32.2,0,32.2,
2014,Maryland,Counselors and Rehabilitation Counselors,-,-,-,182.91,0,182.91,
2014,Maryland,Interpreters,-,-,-,126.47,0,126.47,
2014,Maryland,Medical / Nursing Service Staff,-,-,-,215.07,0,215.07,
2014,Maryland,Occupational Therapists,-,-,-,467.96,0,467.96,
2014,Maryland,Orientation and Mobility Specialists,-,-,-,18.7,0,18.7,
2014,Maryland,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,520.86,4.5,525.36,
2014,Maryland,Physical Therapists,-,-,-,233.95,0,233.95,
2014,Maryland,Psychologists,-,-,-,508.8,1,509.8,
2014,Maryland,Social Workers,-,-,-,490.92,0,490.92,
2014,Maryland,Speech-Language Pathologists,-,-,-,1436.99,23.7,1460.69,
2014,Massachusetts,Special Education Paraprofessionals for Ages 3-5,2843.46,350.88,3194.34,-,-,-,
2014,Massachusetts,Special Education Paraprofessionals for Ages 6-21,13240.48,1142.44,14382.92,-,-,-,
2014,Massachusetts,Total Special Education Paraprofessionals ,16083.94,1493.32,17577.26,-,-,-,
2014,Massachusetts,Special Education Teachers for Ages 3-5,1051.16,33.93,1085.09,-,-,-,
2014,Massachusetts,Special Education Teachers for Ages 6-21,7201.78,330.21,7531.99,-,-,-,
2014,Massachusetts,Total Special Education Teachers,8252.94,364.14,8617.08,-,-,-,
2014,Massachusetts,Audiologists,-,-,-,7.86,0,7.86,
2014,Massachusetts,Counselors and Rehabilitation Counselors,-,-,-,415.58,18.4,433.98,
2014,Massachusetts,Interpreters,-,-,-,50.31,0,50.31,
2014,Massachusetts,Medical / Nursing Service Staff,-,-,-,89.98,27.58,117.56,
2014,Massachusetts,Occupational Therapists,-,-,-,746.46,0,746.46,
2014,Massachusetts,Orientation and Mobility Specialists,-,-,-,22.32,0,22.32,
2014,Massachusetts,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,44.71,0.2,44.91,
2014,Massachusetts,Physical Therapists,-,-,-,229.3,0,229.3,
2014,Massachusetts,Psychologists,-,-,-,713.15,10.41,723.56,
2014,Massachusetts,Social Workers,-,-,-,159.11,25.16,184.27,
2014,Massachusetts,Speech-Language Pathologists,-,-,-,1656.72,0,1656.72,
2014,Michigan,Special Education Paraprofessionals for Ages 3-5,644.17,0,644.17,-,-,-,
2014,Michigan,Special Education Paraprofessionals for Ages 6-21,10002.78,0,10002.78,-,-,-,
2014,Michigan,Total Special Education Paraprofessionals ,10646.95,0,10646.95,-,-,-,
2014,Michigan,Special Education Teachers for Ages 3-5,726.89,0,726.89,-,-,-,
2014,Michigan,Special Education Teachers for Ages 6-21,11314.71,19.7,11334.41,-,-,-,
2014,Michigan,Total Special Education Teachers,12041.6,19.7,12061.3,-,-,-,
2014,Michigan,Audiologists,-,-,-,27.62,0,27.62,
2014,Michigan,Counselors and Rehabilitation Counselors,-,-,-,5.5,0,5.5,
2014,Michigan,Interpreters,-,-,-,130.44,0,130.44,
2014,Michigan,Medical / Nursing Service Staff,-,-,-,113.63,0,113.63,
2014,Michigan,Occupational Therapists,-,-,-,371.69,0,371.69,
2014,Michigan,Orientation and Mobility Specialists,-,-,-,28.64,0,28.64,
2014,Michigan,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,75.77,0,75.77,
2014,Michigan,Physical Therapists,-,-,-,158.35,0,158.35,
2014,Michigan,Psychologists,-,-,-,725.03,0,725.03,
2014,Michigan,Social Workers,-,-,-,1111.72,0,1111.72,
2014,Michigan,Speech-Language Pathologists,-,-,-,2033.21,0,2033.21,
2014,Minnesota,Special Education Paraprofessionals for Ages 3-5,1391.68,161.56,1553.24,-,-,-,
2014,Minnesota,Special Education Paraprofessionals for Ages 6-21,10257,1203.27,11460.27,-,-,-,
2014,Minnesota,Total Special Education Paraprofessionals ,11648.68,1364.83,13013.51,-,-,-,
2014,Minnesota,Special Education Teachers for Ages 3-5,725.58,40.22,765.8,-,-,-,
2014,Minnesota,Special Education Teachers for Ages 6-21,7498.94,632.73,8131.67,-,-,-,
2014,Minnesota,Total Special Education Teachers,8224.52,672.95,8897.47,-,-,-,
2014,Minnesota,Audiologists,-,-,-,34.3,0,34.3,
2014,Minnesota,Counselors and Rehabilitation Counselors,-,-,-,48.87,0,48.87,
2014,Minnesota,Interpreters,-,-,-,176.67,0,176.67,
2014,Minnesota,Medical / Nursing Service Staff,-,-,-,360.34,0,360.34,
2014,Minnesota,Occupational Therapists,-,-,-,587.78,0,587.78,
2014,Minnesota,Orientation and Mobility Specialists,-,-,-,13.34,0,13.34,
2014,Minnesota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,367.93,0,367.93,
2014,Minnesota,Physical Therapists,-,-,-,170.48,0,170.48,
2014,Minnesota,Psychologists,-,-,-,714.03,0,714.03,
2014,Minnesota,Social Workers,-,-,-,671.11,0,671.11,
2014,Minnesota,Speech-Language Pathologists,-,-,-,1726.71,0,1726.71,
2014,Mississippi,Special Education Paraprofessionals for Ages 3-5,0,0,0,-,-,-,
2014,Mississippi,Special Education Paraprofessionals for Ages 6-21,1332.4,0,1332.4,-,-,-,
2014,Mississippi,Total Special Education Paraprofessionals ,1332.4,0,1332.4,-,-,-,
2014,Mississippi,Special Education Teachers for Ages 3-5,94.9,0,94.9,-,-,-,
2014,Mississippi,Special Education Teachers for Ages 6-21,5029.3,13.9,5043.2,-,-,-,
2014,Mississippi,Total Special Education Teachers,5124.2,13.9,5138.1,-,-,-,
2014,Mississippi,Audiologists,-,-,-,2.81,1,3.81,
2014,Mississippi,Counselors and Rehabilitation Counselors,-,-,-,38.77,0,38.77,
2014,Mississippi,Interpreters,-,-,-,28.8,0,28.8,
2014,Mississippi,Medical / Nursing Service Staff,-,-,-,376.6,0,376.6,
2014,Mississippi,Occupational Therapists,-,-,-,92.6,0,92.6,
2014,Mississippi,Orientation and Mobility Specialists,-,-,-,3.7,0,3.7,
2014,Mississippi,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,925.76,123.6,1049.36,
2014,Mississippi,Physical Therapists,-,-,-,0,72.65,72.65,
2014,Mississippi,Psychologists,-,-,-,34.96,11.7,46.66,
2014,Mississippi,Social Workers,-,-,-,10.44,0,10.44,
2014,Mississippi,Speech-Language Pathologists,-,-,-,595.79,0,595.79,
2014,Missouri,Special Education Paraprofessionals for Ages 3-5,1144.15,0,1144.15,-,-,-,
2014,Missouri,Special Education Paraprofessionals for Ages 6-21,8291.8,42.72,8334.52,-,-,-,
2014,Missouri,Total Special Education Paraprofessionals ,9435.95,42.72,9478.67,-,-,-,
2014,Missouri,Special Education Teachers for Ages 3-5,1088.82,22.23,1111.05,-,-,-,
2014,Missouri,Special Education Teachers for Ages 6-21,7558.38,286.6,7844.98,-,-,-,
2014,Missouri,Total Special Education Teachers,8647.2,308.83,8956.03,-,-,-,
2014,Missouri,Audiologists,-,-,-,11,0,11,
2014,Missouri,Counselors and Rehabilitation Counselors,-,-,-,1.52,0.13,1.65,
2014,Missouri,Interpreters,-,-,-,134.05,1.5,135.55,
2014,Missouri,Medical / Nursing Service Staff,-,-,-,125.26,0,125.26,
2014,Missouri,Occupational Therapists,-,-,-,358.88,0,358.88,
2014,Missouri,Orientation and Mobility Specialists,-,-,-,9.54,1,10.54,
2014,Missouri,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,37.79,0.25,38.04,
2014,Missouri,Physical Therapists,-,-,-,127.94,0,127.94,
2014,Missouri,Psychologists,-,-,-,198.98,10.7,209.68,
2014,Missouri,Social Workers,-,-,-,128.63,7.5,136.13,
2014,Missouri,Speech-Language Pathologists,-,-,-,153.11,9.41,162.52,
2014,Montana,Special Education Paraprofessionals for Ages 3-5,96.7,0,96.7,-,-,-,
2014,Montana,Special Education Paraprofessionals for Ages 6-21,1383.01,0,1383.01,-,-,-,
2014,Montana,Total Special Education Paraprofessionals ,1479.71,0,1479.71,-,-,-,
2014,Montana,Special Education Teachers for Ages 3-5,53.44,4.72,58.16,-,-,-,
2014,Montana,Special Education Teachers for Ages 6-21,711.52,201.98,913.5,-,-,-,
2014,Montana,Total Special Education Teachers,764.96,206.7,971.66,-,-,-,
2014,Montana,Audiologists,-,-,-,2.83,0,2.83,
2014,Montana,Counselors and Rehabilitation Counselors,-,-,-,9.32,0,9.32,
2014,Montana,Interpreters,-,-,-,27.13,0,27.13,
2014,Montana,Medical / Nursing Service Staff,-,-,-,20.25,1,21.25,
2014,Montana,Occupational Therapists,-,-,-,29.41,0,29.41,
2014,Montana,Orientation and Mobility Specialists,-,-,-,10.32,0,10.32,
2014,Montana,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0,
2014,Montana,Physical Therapists,-,-,-,17.54,0,17.54,
2014,Montana,Psychologists,-,-,-,82.49,3.65,86.14,
2014,Montana,Social Workers,-,-,-,11.4,0,11.4,
2014,Montana,Speech-Language Pathologists,-,-,-,184.65,2.7,187.35,
2014,Nebraska,Special Education Paraprofessionals for Ages 3-5,341.06,0,341.06,-,-,-,
2014,Nebraska,Special Education Paraprofessionals for Ages 6-21,4277.8,0,4277.8,-,-,-,
2014,Nebraska,Total Special Education Paraprofessionals ,4618.86,0,4618.86,-,-,-,
2014,Nebraska,Special Education Teachers for Ages 3-5,192.37,7.13,199.5,-,-,-,
2014,Nebraska,Special Education Teachers for Ages 6-21,2566.86,129.32,2696.18,-,-,-,
2014,Nebraska,Total Special Education Teachers,2759.23,136.45,2895.68,-,-,-,
2014,Nebraska,Audiologists,-,-,-,4.6,0,4.6,
2014,Nebraska,Counselors and Rehabilitation Counselors,-,-,-,829.17,0,829.17,
2014,Nebraska,Interpreters,-,-,-,48.89,0,48.89,
2014,Nebraska,Medical / Nursing Service Staff,-,-,-,267.45,0,267.45,
2014,Nebraska,Occupational Therapists,-,-,-,52.12,0,52.12,
2014,Nebraska,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Nebraska,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0,
2014,Nebraska,Physical Therapists,-,-,-,20.69,0,20.69,
2014,Nebraska,Psychologists,-,-,-,260.31,1,261.31,
2014,Nebraska,Social Workers,-,-,-,97.69,0,97.69,
2014,Nebraska,Speech-Language Pathologists,-,-,-,634.04,0,634.04,
2014,Nevada,Special Education Paraprofessionals for Ages 3-5,409.79,23.7,433.49,-,-,-,
2014,Nevada,Special Education Paraprofessionals for Ages 6-21,1628.71,186.55,1815.26,-,-,-,
2014,Nevada,Total Special Education Paraprofessionals ,2038.5,210.25,2248.75,-,-,-,
2014,Nevada,Special Education Teachers for Ages 3-5,347.5,146,493.5,-,-,-,
2014,Nevada,Special Education Teachers for Ages 6-21,2393.1,332,2725.1,-,-,-,
2014,Nevada,Total Special Education Teachers,2740.6,478,3218.6,-,-,-,
2014,Nevada,Audiologists,-,-,-,10,0,10,
2014,Nevada,Counselors and Rehabilitation Counselors,-,-,-,80.73,8,88.73,
2014,Nevada,Interpreters,-,-,-,51.63,3,54.63,
2014,Nevada,Medical / Nursing Service Staff,-,-,-,272.73,29.75,302.48,
2014,Nevada,Occupational Therapists,-,-,-,110.59,2,112.59,
2014,Nevada,Orientation and Mobility Specialists,-,-,-,6.02,0,6.02,
2014,Nevada,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,78,0,78,
2014,Nevada,Physical Therapists,-,-,-,49.85,0,49.85,
2014,Nevada,Psychologists,-,-,-,264.75,0,264.75,
2014,Nevada,Social Workers,-,-,-,21.5,0,21.5,
2014,Nevada,Speech-Language Pathologists,-,-,-,542.83,1,543.83,
2014,New Hampshire,Special Education Paraprofessionals for Ages 3-5,452.1,0,452.1,-,-,-,
2014,New Hampshire,Special Education Paraprofessionals for Ages 6-21,5463.6,0,5463.6,-,-,-,
2014,New Hampshire,Total Special Education Paraprofessionals ,5915.7,0,5915.7,-,-,-,
2014,New Hampshire,Special Education Teachers for Ages 3-5,188.6,0,188.6,-,-,-,
2014,New Hampshire,Special Education Teachers for Ages 6-21,2187,0,2187,-,-,-,
2014,New Hampshire,Total Special Education Teachers,2375.6,0,2375.6,-,-,-,
2014,New Hampshire,Audiologists,-,-,-,0.37,0,0.37,
2014,New Hampshire,Counselors and Rehabilitation Counselors,-,-,-,399.1,1,400.1,
2014,New Hampshire,Interpreters,-,-,-,24.03,1,25.03,
2014,New Hampshire,Medical / Nursing Service Staff,-,-,-,282.23,5.5,287.73,
2014,New Hampshire,Occupational Therapists,-,-,-,158.18,10.46,168.64,
2014,New Hampshire,Orientation and Mobility Specialists,-,-,-,3.58,0,3.58,
2014,New Hampshire,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,209.76,1,210.76,
2014,New Hampshire,Physical Therapists,-,-,-,32.06,1.08,33.14,
2014,New Hampshire,Psychologists,-,-,-,141.42,7,148.42,
2014,New Hampshire,Social Workers,-,-,-,31.29,0,31.29,
2014,New Hampshire,Speech-Language Pathologists,-,-,-,374.56,24.93,399.49,
2014,New Jersey,Special Education Paraprofessionals for Ages 3-5,6958.8,0,6958.8,-,-,-,
2014,New Jersey,Special Education Paraprofessionals for Ages 6-21,11468.24,0,11468.24,-,-,-,
2014,New Jersey,Total Special Education Paraprofessionals ,18427.04,0,18427.04,-,-,-,
2014,New Jersey,Special Education Teachers for Ages 3-5,1149.3,377.84,1527.14,-,-,-,
2014,New Jersey,Special Education Teachers for Ages 6-21,14037.14,3320.69,17357.83,-,-,-,
2014,New Jersey,Total Special Education Teachers,15186.44,3698.53,18884.97,-,-,-,
2014,New Jersey,Audiologists,-,-,-,31.7,1.1,32.8,
2014,New Jersey,Counselors and Rehabilitation Counselors,-,-,-,333.07,19.94,353.01,
2014,New Jersey,Interpreters,-,-,-,26,12.5,38.5,
2014,New Jersey,Medical / Nursing Service Staff,-,-,-,294.48,68.2,362.68,
2014,New Jersey,Occupational Therapists,-,-,-,230.66,66.52,297.18,
2014,New Jersey,Orientation and Mobility Specialists,-,-,-,5.55,2.3,7.85,
2014,New Jersey,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,240.19,14,254.19,
2014,New Jersey,Physical Therapists,-,-,-,66.19,38.24,104.43,
2014,New Jersey,Psychologists,-,-,-,650.38,33.9,684.28,
2014,New Jersey,Social Workers,-,-,-,652.05,27.74,679.79,
2014,New Jersey,Speech-Language Pathologists,-,-,-,827.13,38.01,865.14,
2014,New Mexico,Special Education Paraprofessionals for Ages 3-5,275.7,3,278.7,-,-,-,
2014,New Mexico,Special Education Paraprofessionals for Ages 6-21,2664.76,109.1,2773.86,-,-,-,
2014,New Mexico,Total Special Education Paraprofessionals ,2940.46,112.1,3052.56,-,-,-,
2014,New Mexico,Special Education Teachers for Ages 3-5,377.99,1.25,379.24,-,-,-,
2014,New Mexico,Special Education Teachers for Ages 6-21,1990.78,164.86,2155.64,-,-,-,
2014,New Mexico,Total Special Education Teachers,2368.77,166.11,2534.88,-,-,-,
2014,New Mexico,Audiologists,-,-,-,25.19,0,25.19,
2014,New Mexico,Counselors and Rehabilitation Counselors,-,-,-,41.53,0.27,41.8,
2014,New Mexico,Interpreters,-,-,-,48.02,6,54.02,
2014,New Mexico,Medical / Nursing Service Staff,-,-,-,8.37,0,8.37,
2014,New Mexico,Occupational Therapists,-,-,-,270.66,8.51,279.17,
2014,New Mexico,Orientation and Mobility Specialists,-,-,-,18.62,0.03,18.65,
2014,New Mexico,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,20.08,0,20.08,
2014,New Mexico,Physical Therapists,-,-,-,111.18,1.74,112.92,
2014,New Mexico,Psychologists,-,-,-,392,2.53,394.53,
2014,New Mexico,Social Workers,-,-,-,381.54,8.45,389.99,
2014,New Mexico,Speech-Language Pathologists,-,-,-,576.41,7.58,583.99,
2014,New York,Special Education Paraprofessionals for Ages 3-5,5169.98,556,5725.98,-,-,-,
2014,New York,Special Education Paraprofessionals for Ages 6-21,39411.28,6343.72,45755,-,-,-,
2014,New York,Total Special Education Paraprofessionals ,44581.26,6899.72,51480.98,-,-,-,
2014,New York,Special Education Teachers for Ages 3-5,3879.93,55.46,3935.39,-,-,-,
2014,New York,Special Education Teachers for Ages 6-21,26868.47,1162.81,28031.28,-,-,-,
2014,New York,Total Special Education Teachers,30748.4,1218.27,31966.67,-,-,-,
2014,New York,Audiologists,-,-,-,117.35,0,117.35,
2014,New York,Counselors and Rehabilitation Counselors,-,-,-,2721.23,9.2,2730.43,
2014,New York,Interpreters,-,-,-,352.27,4.25,356.52,
2014,New York,Medical / Nursing Service Staff,-,-,-,2667.36,11.2,2678.56,
2014,New York,Occupational Therapists,-,-,-,4904.14,29.81,4933.95,
2014,New York,Orientation and Mobility Specialists,-,-,-,88.95,0,88.95,
2014,New York,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,2040.07,29.39,2069.46,
2014,New York,Physical Therapists,-,-,-,2456.24,12.79,2469.03,
2014,New York,Psychologists,-,-,-,4872.02,50.9,4922.92,
2014,New York,Social Workers,-,-,-,3872.82,46.58,3919.4,
2014,New York,Speech-Language Pathologists,-,-,-,7958.41,76.92,8035.33,
2014,North Carolina,Special Education Paraprofessionals for Ages 3-5,1362.38,96.1,1458.48,-,-,-,
2014,North Carolina,Special Education Paraprofessionals for Ages 6-21,7216.46,375.15,7591.61,-,-,-,
2014,North Carolina,Total Special Education Paraprofessionals ,8578.84,471.25,9050.09,-,-,-,
2014,North Carolina,Special Education Teachers for Ages 3-5,968.64,14,982.64,-,-,-,
2014,North Carolina,Special Education Teachers for Ages 6-21,10034.19,194.8,10228.99,-,-,-,
2014,North Carolina,Total Special Education Teachers,11002.83,208.8,11211.63,-,-,-,
2014,North Carolina,Audiologists,-,-,-,74.3,1.02,75.32,
2014,North Carolina,Counselors and Rehabilitation Counselors,-,-,-,944.95,14,958.95,
2014,North Carolina,Interpreters,-,-,-,325.19,9.3,334.49,
2014,North Carolina,Medical / Nursing Service Staff,-,-,-,1522.07,7,1529.07,
2014,North Carolina,Occupational Therapists,-,-,-,565.17,19.2,584.37,
2014,North Carolina,Orientation and Mobility Specialists,-,-,-,57.75,1.73,59.48,
2014,North Carolina,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,839.14,18.5,857.64,
2014,North Carolina,Physical Therapists,-,-,-,259,3.43,262.43,
2014,North Carolina,Psychologists,-,-,-,965.45,8.1,973.55,
2014,North Carolina,Social Workers,-,-,-,474.11,16.6,490.71,
2014,North Carolina,Speech-Language Pathologists,-,-,-,1888.99,23.58,1912.57,
2014,North Dakota,Special Education Paraprofessionals for Ages 3-5,87.01,11.34,98.35,-,-,-,
2014,North Dakota,Special Education Paraprofessionals for Ages 6-21,903.62,92.3,995.92,-,-,-,
2014,North Dakota,Total Special Education Paraprofessionals ,990.63,103.64,1094.27,-,-,-,
2014,North Dakota,Special Education Teachers for Ages 3-5,97.73,0,97.73,-,-,-,
2014,North Dakota,Special Education Teachers for Ages 6-21,918.54,0,918.54,-,-,-,
2014,North Dakota,Total Special Education Teachers,1016.27,0,1016.27,-,-,-,
2014,North Dakota,Audiologists,-,-,-,1.05,0,1.05,
2014,North Dakota,Counselors and Rehabilitation Counselors,-,-,-,1.05,0,1.05,
2014,North Dakota,Interpreters,-,-,-,6.76,5,11.76,
2014,North Dakota,Medical / Nursing Service Staff,-,-,-,0,0,0,
2014,North Dakota,Occupational Therapists,-,-,-,45.72,0,45.72,
2014,North Dakota,Orientation and Mobility Specialists,-,-,-,0,0.5,0.5,
2014,North Dakota,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,28.3,0,28.3,
2014,North Dakota,Physical Therapists,-,-,-,11.77,0.6,12.37,
2014,North Dakota,Psychologists,-,-,-,26.28,0,26.28,
2014,North Dakota,Social Workers,-,-,-,26.92,0,26.92,
2014,North Dakota,Speech-Language Pathologists,-,-,-,271.89,0,271.89,
2014,Northern Marianas,Special Education Paraprofessionals for Ages 3-5,8,0,8,-,-,-,
2014,Northern Marianas,Special Education Paraprofessionals for Ages 6-21,76,9,85,-,-,-,
2014,Northern Marianas,Total Special Education Paraprofessionals ,84,9,93,-,-,-,
2014,Northern Marianas,Special Education Teachers for Ages 3-5,3,0,3,-,-,-,
2014,Northern Marianas,Special Education Teachers for Ages 6-21,28,4,32,-,-,-,
2014,Northern Marianas,Total Special Education Teachers,31,4,35,-,-,-,
2014,Northern Marianas,Audiologists,-,-,-,1,0,1,
2014,Northern Marianas,Counselors and Rehabilitation Counselors,-,-,-,0,0,0,
2014,Northern Marianas,Interpreters,-,-,-,2,0,2,
2014,Northern Marianas,Medical / Nursing Service Staff,-,-,-,-,-,-,
2014,Northern Marianas,Occupational Therapists,-,-,-,1,0,1,
2014,Northern Marianas,Orientation and Mobility Specialists,-,-,-,0,0,0,
2014,Northern Marianas,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,-,-,-,0,0,0,
2014,Northern Marianas,Physical Therapists,-,-,-,2,3,5,
2014,Northern Marianas,Psychologists,-,-,-,4,0,4,
2014,Northern Marianas,Social Workers,-,-,-,2,0,2,
2014,Northern Marianas,Speech-Language Pathologists,-,-,-,1,0,1,
2014,Ohio,Special Education Paraprofessionals for Ages 3-5,216.44,0,216.44,-,-,-,
2014,Ohio,Special Education Paraprofessionals for Ages 6-21,1234.52,0,1234.52,-,-,-,
2014,Ohio,Total Special Education Paraprofessionals ,1450.96,0,1450.96,-,-,-,
2014,Ohio,Special Education Teachers for Ages 3-5,1301,6,1307,-,-,-,
2014,Ohio,Special Education Teachers for Ages 6-21,11257.18,535.82,11793,-,-,-,
2014,Ohio,Total Special Education Teachers,12558.18,541.82,13100,-,-,-,
2014,Ohio,Audiologists,-,-,-,39.85,2.01,41.86,
2014,Ohio,Counselors and Rehabilitation Counselors,-,-,-,292.95,0.4,293.35,
2014,Ohio,Interpreters,-,-,-,279.49,51.08,330.57,
2014,Ohio,Medical / Nursing Service Staff,-,-,-,144.89,11.47,156.36,
