Year,State,NatIon_ID,State_ID,Region_ID,Division_ID,Personnel Type,"Teachers
(Highly Qualified) /
Paraprofessionals
(Qualified)","Teachers
(Not Highly Qualified) /
Paraprofessionals
(Not Qualified)","Teachers /
Paraprofessionals
Total",Fully Certified ,Not Fully Certified,Fully Certified/Not Fully Certified Total
2007,Hawaii                                       ,,15,4,9,Total Special Education Paraprofessionals                                        ,"2,086.00",65,"2,150.00",          N/V,          N/V,          N/V
2007,Hawaii                                       ,,15,4,9,Audiologists                                                                     ,          N/V,          N/V,          N/V,1,0,1
2007,Hawaii                                       ,,15,4,9,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,237,0,237
2007,Hawaii                                       ,,15,4,9,Interpreters                                                                     ,          N/V,          N/V,          N/V,1,0,1
2007,Hawaii                                       ,,15,4,9,Psychologists                                                                    ,          N/V,          N/V,          N/V,86,2,88
2007,Hawaii                                       ,,15,4,9,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,45,0,45
2007,Hawaii                                       ,,15,4,9,Physical Therapists                                                              ,          N/V,          N/V,          N/V,15,0,15
2007,Hawaii                                       ,,15,4,9,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,251,1,252
2007,Hawaii                                       ,,15,4,9,Social Workers                                                                   ,          N/V,          N/V,          N/V,86,0,86
2007,Hawaii                                       ,,15,4,9,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,86,0,86
2007,Hawaii                                       ,,15,4,9,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,781,0,781
2007,Hawaii                                       ,,15,4,9,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,5,0,5
2007,Idaho                                        ,,16,4,8,Special Education Teachers for Ages 3-5                                          ,108,14,122,          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Special Education Teachers for Ages 6-21                                         ,948,112,"1,060.00",          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Total Special Education Teachers                                                 ,"1,056.00",126,"1,181.00",          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Special Education Paraprofessionals for Ages 3-5                                 ,342,0,342,          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Special Education Paraprofessionals for Ages 6-21                                ,"2,363.00",0,"2,363.00",          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Total Special Education Paraprofessionals                                        ,"2,704.00",0,"2,704.00",          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Audiologists                                                                     ,          N/V,          N/V,          N/V,5,0,5
2007,Idaho                                        ,,16,4,8,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,193,5,198
2007,Idaho                                        ,,16,4,8,Interpreters                                                                     ,          N/V,          N/V,          N/V,46,0,46
2007,Idaho                                        ,,16,4,8,Psychologists                                                                    ,          N/V,          N/V,          N/V,160,2,161
2007,Idaho                                        ,,16,4,8,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,32,0,32
2007,Idaho                                        ,,16,4,8,Physical Therapists                                                              ,          N/V,          N/V,          N/V,4,0,4
2007,Idaho                                        ,,16,4,8,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,1,0,1
2007,Idaho                                        ,,16,4,8,Social Workers                                                                   ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,118,0,118
2007,Idaho                                        ,,16,4,8,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Idaho                                        ,,16,4,8,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,5,1,5
2007,Illinois                                     ,,17,2,3,Special Education Teachers for Ages 3-5                                          ,"1,423.00",1,"1,424.00",          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Special Education Teachers for Ages 6-21                                         ,"19,928.00",73,"20,001.00",          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Total Special Education Teachers                                                 ,"21,352.00",74,"21,426.00",          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"32,542.00",0,"32,542.00",          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Total Special Education Paraprofessionals                                        ,"32,542.00",0,"32,542.00",          N/V,          N/V,          N/V
2007,Illinois                                     ,,17,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,36,0,36
2007,Illinois                                     ,,17,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"3,401.00",0,"3,401.00"
2007,Illinois                                     ,,17,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,110,0,110
2007,Illinois                                     ,,17,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,"1,944.00",0,"1,944.00"
2007,Illinois                                     ,,17,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,902,0,902
2007,Illinois                                     ,,17,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,364,0,364
2007,Illinois                                     ,,17,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,213,0,213
2007,Illinois                                     ,,17,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,"3,426.00",0,"3,426.00"
2007,Illinois                                     ,,17,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,767,0,767
2007,Illinois                                     ,,17,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,457,0,457
2007,Illinois                                     ,,17,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,25,0,25
2007,Indiana                                      ,,18,2,3,Special Education Teachers for Ages 3-5                                          ,600,8,607,          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Special Education Teachers for Ages 6-21                                         ,"6,821.00",298,"7,119.00",          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Total Special Education Teachers                                                 ,"7,421.00",305,"7,726.00",          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,745,0,745,          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"8,222.00",0,"8,222.00",          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Total Special Education Paraprofessionals                                        ,"8,968.00",0,"8,968.00",          N/V,          N/V,          N/V
2007,Indiana                                      ,,18,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,14,0,14
2007,Indiana                                      ,,18,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,182.00",46,"1,228.00"
2007,Indiana                                      ,,18,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,105,5,110
2007,Indiana                                      ,,18,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,510,5,515
2007,Indiana                                      ,,18,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,244,4,247
2007,Indiana                                      ,,18,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,126,1,127
2007,Indiana                                      ,,18,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,21,1,22
2007,Indiana                                      ,,18,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,80,2,82
2007,Indiana                                      ,,18,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,18,0,18
2007,Indiana                                      ,,18,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,61,2,63
2007,Indiana                                      ,,18,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,4,0,4
2007,Iowa                                         ,,19,2,4,Special Education Teachers for Ages 3-5                                          ,477,0,477,          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Special Education Teachers for Ages 6-21                                         ,"5,678.00",0,"5,678.00",          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Total Special Education Teachers                                                 ,"6,155.00",0,"6,155.00",          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,753,0,753,          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"6,959.00",0,"6,959.00",          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Total Special Education Paraprofessionals                                        ,"7,712.00",0,"7,712.00",          N/V,          N/V,          N/V
2007,Iowa                                         ,,19,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,49,0,49
2007,Iowa                                         ,,19,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,501,0,501
2007,Iowa                                         ,,19,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,129,0,129
2007,Iowa                                         ,,19,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,310,0,310
2007,Iowa                                         ,,19,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,78,0,78
2007,Iowa                                         ,,19,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,53,0,53
2007,Iowa                                         ,,19,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,16,0,16
2007,Iowa                                         ,,19,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,244,0,244
2007,Iowa                                         ,,19,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,52,0,52
2007,Iowa                                         ,,19,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,11,0,11
2007,Iowa                                         ,,19,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,9,0,9
2007,Kansas                                       ,,20,2,4,Special Education Teachers for Ages 3-5                                          ,463,0,463,          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Special Education Teachers for Ages 6-21                                         ,"2,709.00","1,274.00","3,982.00",          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Total Special Education Teachers                                                 ,"3,172.00","1,274.00","4,446.00",          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,846,0,846,          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"10,070.00",0,"10,070.00",          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Total Special Education Paraprofessionals                                        ,"10,917.00",0,"10,917.00",          N/V,          N/V,          N/V
2007,Kansas                                       ,,20,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,22,0,22
2007,Kansas                                       ,,20,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,804,0,804
2007,Kansas                                       ,,20,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,51,0,51
2007,Kansas                                       ,,20,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,506,0,506
2007,Kansas                                       ,,20,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,208,0,208
2007,Kansas                                       ,,20,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,91,0,91
2007,Kansas                                       ,,20,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,51,2,53
2007,Kansas                                       ,,20,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,257,0,257
2007,Kansas                                       ,,20,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,86,0,86
2007,Kansas                                       ,,20,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,37,0,37
2007,Kansas                                       ,,20,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,1,0,1
2007,Kentucky                                     ,,21,3,6,Special Education Teachers for Ages 3-5                                          ,415,10,425,          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Special Education Teachers for Ages 6-21                                         ,"6,378.00",219,"6,597.00",          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Total Special Education Teachers                                                 ,"6,793.00",229,"7,022.00",          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Special Education Paraprofessionals for Ages 3-5                                 ,727,3,730,          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Special Education Paraprofessionals for Ages 6-21                                ,"5,058.00",19,"5,077.00",          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Total Special Education Paraprofessionals                                        ,"5,784.00",22,"5,807.00",          N/V,          N/V,          N/V
2007,Kentucky                                     ,,21,3,6,Audiologists                                                                     ,          N/V,          N/V,          N/V,8,0,8
2007,Kentucky                                     ,,21,3,6,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,056.00",52,"1,108.00"
2007,Kentucky                                     ,,21,3,6,Interpreters                                                                     ,          N/V,          N/V,          N/V,94,10,104
2007,Kentucky                                     ,,21,3,6,Psychologists                                                                    ,          N/V,          N/V,          N/V,374,6,380
2007,Kentucky                                     ,,21,3,6,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,228,10,238
2007,Kentucky                                     ,,21,3,6,Physical Therapists                                                              ,          N/V,          N/V,          N/V,116,9,126
2007,Kentucky                                     ,,21,3,6,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,52,0,52
2007,Kentucky                                     ,,21,3,6,Social Workers                                                                   ,          N/V,          N/V,          N/V,18,0,18
2007,Kentucky                                     ,,21,3,6,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,92,1,93
2007,Kentucky                                     ,,21,3,6,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,150,1,151
2007,Kentucky                                     ,,21,3,6,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,30,0,30
2007,Louisiana                                    ,,22,3,7,Special Education Teachers for Ages 3-5                                          ,601,109,709,          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Special Education Teachers for Ages 6-21                                         ,"4,534.00","1,669.00","6,204.00",          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Total Special Education Teachers                                                 ,"5,135.00","1,778.00","6,913.00",          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Special Education Paraprofessionals for Ages 3-5                                 ,802,41,843,          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Special Education Paraprofessionals for Ages 6-21                                ,"5,817.00",254,"6,071.00",          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Total Special Education Paraprofessionals                                        ,"6,619.00",295,"6,914.00",          N/V,          N/V,          N/V
2007,Louisiana                                    ,,22,3,7,Audiologists                                                                     ,          N/V,          N/V,          N/V,24,0,24
2007,Louisiana                                    ,,22,3,7,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,133.00",11,"1,144.00"
2007,Louisiana                                    ,,22,3,7,Interpreters                                                                     ,          N/V,          N/V,          N/V,119,26,145
2007,Louisiana                                    ,,22,3,7,Psychologists                                                                    ,          N/V,          N/V,          N/V,315,2,317
2007,Louisiana                                    ,,22,3,7,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,169,1,170
2007,Louisiana                                    ,,22,3,7,Physical Therapists                                                              ,          N/V,          N/V,          N/V,77,0,77
2007,Louisiana                                    ,,22,3,7,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,368,16,384
2007,Louisiana                                    ,,22,3,7,Social Workers                                                                   ,          N/V,          N/V,          N/V,338,9,347
2007,Louisiana                                    ,,22,3,7,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,276,16,292
2007,Louisiana                                    ,,22,3,7,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,75,2,77
2007,Louisiana                                    ,,22,3,7,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,10,0,10
2007,Maine                                        ,,23,1,1,Special Education Teachers for Ages 3-5                                          ,219,0,219,          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Special Education Teachers for Ages 6-21                                         ,"2,046.00",192,"2,238.00",          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Total Special Education Teachers                                                 ,"2,265.00",192,"2,457.00",          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,24,0,24,          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"3,896.00",110,"4,007.00",          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Total Special Education Paraprofessionals                                        ,"3,920.00",110,"4,030.00",          N/V,          N/V,          N/V
2007,Maine                                        ,,23,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,13,0,13
2007,Maine                                        ,,23,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,393,13,406
2007,Maine                                        ,,23,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,33,1,34
2007,Maine                                        ,,23,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,154,2,156
2007,Maine                                        ,,23,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,199,6,205
2007,Maine                                        ,,23,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,69,0,69
2007,Maine                                        ,,23,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,18,0,18
2007,Maine                                        ,,23,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,198,5,203
2007,Maine                                        ,,23,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,46,0,46
2007,Maine                                        ,,23,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,35,0,36
2007,Maine                                        ,,23,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,1,0,1
2007,Maryland                                     ,,24,3,5,Special Education Teachers for Ages 3-5                                          ,511,148,659,          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Special Education Teachers for Ages 6-21                                         ,"5,875.00","2,928.00","8,803.00",          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Total Special Education Teachers                                                 ,"6,386.00","3,075.00","9,461.00",          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Special Education Paraprofessionals for Ages 3-5                                 ,590,89,679,          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Special Education Paraprofessionals for Ages 6-21                                ,"7,149.00","1,008.00","8,156.00",          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Total Special Education Paraprofessionals                                        ,"7,739.00","1,096.00","8,835.00",          N/V,          N/V,          N/V
2007,Maryland                                     ,,24,3,5,Audiologists                                                                     ,          N/V,          N/V,          N/V,26,6,32
2007,Maryland                                     ,,24,3,5,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,302.00",151,"1,453.00"
2007,Maryland                                     ,,24,3,5,Interpreters                                                                     ,          N/V,          N/V,          N/V,63,67,131
2007,Maryland                                     ,,24,3,5,Psychologists                                                                    ,          N/V,          N/V,          N/V,482,17,499
2007,Maryland                                     ,,24,3,5,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,427,5,432
2007,Maryland                                     ,,24,3,5,Physical Therapists                                                              ,          N/V,          N/V,          N/V,190,4,194
2007,Maryland                                     ,,24,3,5,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,448,23,471
2007,Maryland                                     ,,24,3,5,Social Workers                                                                   ,          N/V,          N/V,          N/V,556,9,565
2007,Maryland                                     ,,24,3,5,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,238,8,246
2007,Maryland                                     ,,24,3,5,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,207,7,214
2007,Maryland                                     ,,24,3,5,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,33,2,35
2007,Massachusetts                                ,,25,1,1,Special Education Teachers for Ages 3-5                                          ,"1,205.00",46,"1,251.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Special Education Teachers for Ages 6-21                                         ,"5,540.00",361,"5,901.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Total Special Education Teachers                                                 ,"6,745.00",406,"7,152.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Special Education Paraprofessionals for Ages 3-5                                 ,"2,530.00",160,"2,690.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Special Education Paraprofessionals for Ages 6-21                                ,"10,884.00",671,"11,555.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Total Special Education Paraprofessionals                                        ,"13,414.00",831,"14,245.00",          N/V,          N/V,          N/V
2007,Massachusetts                                ,,25,1,1,Audiologists                                                                     ,          N/V,          N/V,          N/V,14,0,14
2007,Massachusetts                                ,,25,1,1,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,542.00",0,"1,542.00"
2007,Massachusetts                                ,,25,1,1,Interpreters                                                                     ,          N/V,          N/V,          N/V,48,0,48
2007,Massachusetts                                ,,25,1,1,Psychologists                                                                    ,          N/V,          N/V,          N/V,597,21,618
2007,Massachusetts                                ,,25,1,1,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,650,0,650
2007,Massachusetts                                ,,25,1,1,Physical Therapists                                                              ,          N/V,          N/V,          N/V,202,0,202
2007,Massachusetts                                ,,25,1,1,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,150,6,156
2007,Massachusetts                                ,,25,1,1,Social Workers                                                                   ,          N/V,          N/V,          N/V,147,30,177
2007,Massachusetts                                ,,25,1,1,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,89,48,137
2007,Massachusetts                                ,,25,1,1,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,303,17,320
2007,Massachusetts                                ,,25,1,1,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,12,0,12
2007,Michigan                                     ,,26,2,3,Special Education Teachers for Ages 3-5                                          ,744,4,748,          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Special Education Teachers for Ages 6-21                                         ,"11,866.00",518,"12,384.00",          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Total Special Education Teachers                                                 ,"12,609.00",522,"13,131.00",          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Special Education Paraprofessionals for Ages 3-5                                 ,820,4,823,          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Special Education Paraprofessionals for Ages 6-21                                ,"9,778.00",55,"9,833.00",          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Total Special Education Paraprofessionals                                        ,"10,597.00",59,"10,656.00",          N/V,          N/V,          N/V
2007,Michigan                                     ,,26,2,3,Audiologists                                                                     ,          N/V,          N/V,          N/V,31,0,31
2007,Michigan                                     ,,26,2,3,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,179.00",0,"1,179.00"
2007,Michigan                                     ,,26,2,3,Interpreters                                                                     ,          N/V,          N/V,          N/V,93,0,93
2007,Michigan                                     ,,26,2,3,Psychologists                                                                    ,          N/V,          N/V,          N/V,706,0,706
2007,Michigan                                     ,,26,2,3,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,322,0,322
2007,Michigan                                     ,,26,2,3,Physical Therapists                                                              ,          N/V,          N/V,          N/V,146,0,146
2007,Michigan                                     ,,26,2,3,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,82,0,82
2007,Michigan                                     ,,26,2,3,Social Workers                                                                   ,          N/V,          N/V,          N/V,"1,147.00",0,"1,147.00"
2007,Michigan                                     ,,26,2,3,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,120,0,120
2007,Michigan                                     ,,26,2,3,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,5,0,5
2007,Michigan                                     ,,26,2,3,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,26,0,26
2007,Minnesota                                    ,,27,2,4,Special Education Teachers for Ages 3-5                                          ,763,35,799,          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Special Education Teachers for Ages 6-21                                         ,"7,236.00",347,"7,583.00",          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Total Special Education Teachers                                                 ,"7,999.00",382,"8,382.00",          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Special Education Paraprofessionals for Ages 3-5                                 ,"1,329.00",0,"1,329.00",          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Special Education Paraprofessionals for Ages 6-21                                ,"9,415.00",0,"9,415.00",          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Total Special Education Paraprofessionals                                        ,"10,744.00",0,"10,744.00",          N/V,          N/V,          N/V
2007,Minnesota                                    ,,27,2,4,Audiologists                                                                     ,          N/V,          N/V,          N/V,51,0,51
2007,Minnesota                                    ,,27,2,4,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,"1,657.00",0,"1,657.00"
2007,Minnesota                                    ,,27,2,4,Interpreters                                                                     ,          N/V,          N/V,          N/V,173,0,173
2007,Minnesota                                    ,,27,2,4,Psychologists                                                                    ,          N/V,          N/V,          N/V,651,0,651
2007,Minnesota                                    ,,27,2,4,Occupational Therapists                                                          ,          N/V,          N/V,          N/V,528,0,528
2007,Minnesota                                    ,,27,2,4,Physical Therapists                                                              ,          N/V,          N/V,          N/V,170,0,170
2007,Minnesota                                    ,,27,2,4,Physical Education Teachers and Recreation and Therapeutic Recreation Specialists,          N/V,          N/V,          N/V,399,0,399
2007,Minnesota                                    ,,27,2,4,Social Workers                                                                   ,          N/V,          N/V,          N/V,800,0,800
2007,Minnesota                                    ,,27,2,4,Medical/Nursing Service Staff                                                    ,          N/V,          N/V,          N/V,316,0,316
2007,Minnesota                                    ,,27,2,4,Counselors and Rehabilitation Counselors                                         ,          N/V,          N/V,          N/V,41,0,41
2007,Minnesota                                    ,,27,2,4,Orientation and Mobility Specialists                                             ,          N/V,          N/V,          N/V,9,0,9
2007,Mississippi                                  ,,28,3,6,Special Education Teachers for Ages 3-5                                          ,118,15,132,          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Special Education Teachers for Ages 6-21                                         ,755,286,"1,042.00",          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Total Special Education Teachers                                                 ,873,301,"1,174.00",          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Special Education Paraprofessionals for Ages 3-5                                 ,          N/V,          N/V,          N/V,          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Special Education Paraprofessionals for Ages 6-21                                ,"1,342.00",          N/V,"1,342.00",          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Total Special Education Paraprofessionals                                        ,"1,342.00",          N/V,"1,342.00",          N/V,          N/V,          N/V
2007,Mississippi                                  ,,28,3,6,Audiologists                                                                     ,          N/V,          N/V,          N/V,2,0,2
2007,Mississippi                                  ,,28,3,6,Speech-Language Pathologists                                                     ,          N/V,          N/V,          N/V,503,0,503
